1734752828.41,ground_truth,8.383593854659921e-06, -6.834863135509295e-06
1734752828.42,ground_truth,2.5497015305631975e-05, -6.47319167853766e-06
1734752828.43,ground_truth,1.801298827501796e-05, -7.295569927237012e-07
1734752828.44,ground_truth,1.753383421134913e-05, -5.7065451766220575e-06
1734752828.45,ground_truth,1.441472097883434e-05, 3.6353568053755226e-06
1734752828.46,ground_truth,2.2414991582422772e-05, -7.181096877047821e-06
1734752828.47,ground_truth,2.4789110107121814e-05, -3.3911679554421425e-06
1734752828.48,ground_truth,8.82565840913685e-06, 8.191932229124177e-06
1734752828.49,ground_truth,8.154842719932276e-06, 1.224148771484579e-06
1734752828.5,ground_truth,2.3314558406468676e-05, -8.272325326743158e-06
1734752828.51,ground_truth,1.7880067952887656e-05, 8.324852551140794e-06
1734752828.52,ground_truth,1.4760954720486553e-05, 1.7666754533365746e-05
1734752828.5300002,ground_truth,1.1391438559144263e-05, 1.397265642435741e-05
1734752828.5400002,ground_truth,2.819571577776969e-05, -9.74687702716892e-06
1734752828.5500002,ground_truth,1.577179007244922e-05, -1.3573895458193874e-05
1734752828.5600002,ground_truth,-4.151600378577314e-06, 1.948753997555741e-05
1734752828.5700002,ground_truth,1.1811851319521338e-05, 7.904439790877404e-06
1734752828.5800002,ground_truth,9.62939442035804e-06, 6.105306142899281e-06
1734752828.5900002,ground_truth,1.6730098199900567e-05, -3.6199190902834743e-06
1734752828.6000001,ground_truth,1.1428528068563537e-05, 3.922849243622295e-06
1734752828.6100001,ground_truth,9.054409543864494e-06, 1.329203220166164e-07
1734752828.6200001,ground_truth,1.839631152608945e-05, 3.2520335544177214e-06
1734752828.63,ground_truth,1.8300480713264734e-05, 2.2566359176607876e-06
1734752828.64,ground_truth,1.0241468806157173e-05, 2.0278847829331425e-06
1734752828.65,ground_truth,1.6501347065172923e-05, 4.439092816824087e-06
1734752828.66,ground_truth,1.1907682132232367e-05, 8.899837427634338e-06
1734752828.67,ground_truth,2.099918118540245e-05, -1.0170494309704737e-06
