1730250218536917407,image,frame000000.png
1730250218537487303,image,frame000001.png
1730250218560627771,right_wheel,5315
1730250218561330115,image,frame000002.png
1730250218562435167,left_wheel,4877
1730250218579799230,image,frame000003.png
1730250218598845063,left_wheel,4877
1730250218603573813,right_wheel,5315
1730250218614168448,image,frame000004.png
1730250218639151000,left_wheel,4877
1730250218651373813,right_wheel,5315
1730250218652627563,image,frame000005.png
1730250218679403813,left_wheel,4877
1730250218682912459,image,frame000006.png
1730250218693004177,right_wheel,5315
1730250218713785636,image,frame000007.png
1730250218722496834,left_wheel,4877
1730250218734566209,right_wheel,5315
1730250218747361573,image,frame000008.png
1730250218761945896,left_wheel,4877
1730250218777684386,right_wheel,5315
1730250218781862302,image,frame000009.png
1730250218800997823,left_wheel,4877
1730250218818347875,image,frame000010.png
1730250218819104907,right_wheel,5315
1730250218841746365,left_wheel,4877
1730250218847976105,image,frame000011.png
1730250218860176261,right_wheel,5315
1730250218881168448,image,frame000012.png
1730250218882791625,left_wheel,4877
1730250218901003969,right_wheel,5315
1730250218923122511,left_wheel,4877
1730250218927891782,image,frame000013.png
1730250218949154594,right_wheel,5315
1730250218954400011,image,frame000014.png
1730250218962383084,left_wheel,4877
1730250218983136834,image,frame000015.png
1730250218986165479,right_wheel,5315
1730250219003565063,left_wheel,4877
1730250219016670584,image,frame000016.png
1730250219026760479,right_wheel,5315
1730250219042925740,left_wheel,4877
1730250219048629802,image,frame000017.png
1730250219068148709,right_wheel,5315
1730250219082824594,left_wheel,4877
1730250219095008136,image,frame000018.png
1730250219111313136,right_wheel,5315
1730250219121728709,left_wheel,4877
1730250219145103709,image,frame000019.png
1730250219156319281,right_wheel,5315
1730250219168751573,image,frame000020.png
1730250219175471521,left_wheel,4877
1730250219187226625,image,frame000021.png
1730250219204717198,right_wheel,5315
1730250219205838136,left_wheel,4877
1730250219224960636,image,frame000022.png
1730250219253939386,right_wheel,5315
1730250219285293031,left_wheel,4877
1730250219293627198,image,frame000023.png
1730250219296030636,right_wheel,5315
1730250219315583031,image,frame000024.png
1730250219321159802,left_wheel,4877
1730250219326548292,image,frame000025.png
1730250219346962094,right_wheel,5315
1730250219355790479,left_wheel,4877
1730250219358000948,image,frame000026.png
1730250219386446886,left_wheel,4877
1730250219386486469,right_wheel,5315
1730250219391085792,image,frame000027.png
1730250219426384073,left_wheel,4877
1730250219428285271,image,frame000028.png
1730250219429076208,right_wheel,5315
1730250219452970011,image,frame000029.png
1730250219468173083,left_wheel,4877
