1731105172302206076,image,frame000000.png
1731105172302307745,image,frame000001.png
1731105172302419102,image,frame000002.png
1731105172302563427,image,frame000003.png
1731105172302671659,image,frame000004.png
1731105172302810672,image,frame000005.png
1731105172302942914,image,frame000006.png
1731105172303077552,image,frame000007.png
1731105172303210576,image,frame000008.png
1731105172303335631,image,frame000009.png
1731105172303508082,image,frame000010.png
1731105172303638033,image,frame000011.png
1731105172337138871,image,frame000012.png
1731105172391508414,image,frame000013.png
1731105172434959715,image,frame000014.png
1731105172441347345,left_wheel,18827
1731105172447669401,right_wheel,20617
1731105172467537878,image,frame000015.png
1731105172475779400,left_wheel,18827
1731105172483796490,right_wheel,20617
1731105172514405447,image,frame000016.png
1731105172514446229,left_wheel,18827
1731105172524534559,right_wheel,20617
1731105172554358916,left_wheel,18827
1731105172561116553,right_wheel,20617
1731105172562396111,image,frame000017.png
1731105172590142092,left_wheel,18827
1731105172599995001,right_wheel,20617
1731105172612560100,image,frame000018.png
1731105172628111146,left_wheel,18827
1731105172636970493,right_wheel,20617
1731105172656695269,image,frame000019.png
1731105172665979573,left_wheel,18827
1731105172675713469,right_wheel,20617
1731105172705559180,left_wheel,18827
1731105172707724485,image,frame000020.png
1731105172712432654,right_wheel,20617
1731105172750954010,left_wheel,18827
1731105172751026668,right_wheel,20617
1731105172762660238,image,frame000021.png
1731105172781562133,left_wheel,18827
1731105172791957918,right_wheel,20617
1731105172800499342,image,frame000022.png
1731105172820223441,left_wheel,18827
1731105172832784426,right_wheel,20617
1731105172848523756,image,frame000023.png
1731105172857819258,left_wheel,18827
1731105172868951568,right_wheel,20617
1731105172896879480,left_wheel,18827
1731105172897427043,image,frame000024.png
1731105172907007446,right_wheel,20617
1731105172941816124,left_wheel,18827
1731105172946237932,image,frame000025.png
1731105172948891528,right_wheel,20617
1731105172975597071,left_wheel,18827
1731105172985356541,right_wheel,20617
1731105172990724150,image,frame000026.png
1731105173012691003,left_wheel,18827
1731105173025258915,right_wheel,20617
1731105173041693364,image,frame000027.png
1731105173050397760,left_wheel,18827
1731105173061719657,right_wheel,20617
1731105173085648165,image,frame000028.png
1731105173089742519,left_wheel,18827
1731105173099821370,right_wheel,20617
1731105173127770845,left_wheel,18827
1731105173140055262,image,frame000029.png
1731105173145048228,right_wheel,20617
1731105173166578197,left_wheel,18827
1731105173183763651,right_wheel,20617
1731105173188769586,image,frame000030.png
1731105173207122043,left_wheel,18827
1731105173224661984,right_wheel,20617
1731105173239168789,image,frame000031.png
1731105173247116920,left_wheel,18827
1731105173262782134,right_wheel,20617
1731105173276954246,image,frame000032.png
1731105173285221653,left_wheel,18827
1731105173301918035,right_wheel,20617
1731105173327241623,left_wheel,18827
1731105173333237214,image,frame000033.png
1731105173340217043,right_wheel,20617
1731105173366064340,left_wheel,18827
1731105173371658933,image,frame000034.png
1731105173378979707,right_wheel,20617
1731105173404158709,left_wheel,18827
1731105173417525700,right_wheel,20617
1731105173418873800,image,frame000035.png
1731105173440596794,left_wheel,18827
1731105173457932824,right_wheel,20617
1731105173469899943,image,frame000036.png
1731105173479469565,left_wheel,18827
1731105173494484245,right_wheel,20617
1731105173515456651,image,frame000037.png
1731105173535891650,right_wheel,20617
1731105173536181135,left_wheel,18827
1731105173559812293,left_wheel,18827
1731105173569109774,image,frame000038.png
1731105173571641388,right_wheel,20617
1731105173597848588,left_wheel,18827
1731105173609947741,image,frame000039.png
1731105173610017378,right_wheel,20617
1731105173635050387,left_wheel,18827
1731105173650165070,right_wheel,20617
1731105173658411852,image,frame000040.png
1731105173674026180,left_wheel,18827
1731105173690243281,right_wheel,20617
1731105173704237420,image,frame000041.png
1731105173711874190,left_wheel,18827
1731105173727000539,right_wheel,20617
1731105173750442266,left_wheel,18827
1731105173754824699,image,frame000042.png
1731105173764073898,right_wheel,20617
1731105173791280285,left_wheel,18827
1731105173814498987,right_wheel,20617
1731105173820579579,image,frame000043.png
1731105173827924104,left_wheel,18827
1731105173846692246,right_wheel,20617
1731105173852043813,image,frame000044.png
1731105173865555911,left_wheel,18827
1731105173887967930,right_wheel,20617
1731105173898905808,image,frame000045.png
1731105173903551424,left_wheel,18827
1731105173924335336,right_wheel,20617
1731105173942291848,left_wheel,18827
1731105173946263022,image,frame000046.png
1731105173961740420,right_wheel,20617
1731105173983705972,left_wheel,18827
1731105173996010493,image,frame000047.png
1731105174002750317,right_wheel,20617
1731105174023098232,left_wheel,18827
1731105174037270239,image,frame000048.png
1731105174041930177,right_wheel,20617
1731105174059591057,left_wheel,18827
1731105174080633413,right_wheel,20617
1731105174086218683,image,frame000049.png
1731105174097566674,left_wheel,18827
1731105174119958223,right_wheel,20617
1731105174132861871,image,frame000050.png
1731105174136456684,left_wheel,18827
1731105174156050729,right_wheel,20617
1731105174175015229,left_wheel,18827
1731105174182253710,image,frame000051.png
1731105174194208172,right_wheel,20617
1731105174214252069,left_wheel,18827
1731105174228678196,image,frame000052.png
1731105174232102381,right_wheel,20617
1731105174251504286,left_wheel,18827
1731105174271852252,right_wheel,20617
1731105174279780070,image,frame000053.png
1731105174289847670,left_wheel,18827
1731105174313000485,right_wheel,20617
