Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,1 17,,,1 18,,,1 19,,,1 20,,,1 21,,,1 22,,,1 23,,,1 24,,,1 25,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
59,0,1611.23,-59.7839,23.0092,459.223,386.601,24.0726,824.702,1020.4,32.124,1621.65,429.547,28.6883,1138.99,443.551,26.1081,2227.07,737.994,30.8052,2274.62,-57.0777,34.3404,545.943,-353.274,28.3071,1896.37,-658.451,33.5008,1563.62,1126.76,26.2829,1125.53,-50.5771,23.9463,1235.59,-720.991,21.4376,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0,1611.17,-59.8849,22.8964,459.11,386.685,24.076,824.666,1020.43,32.091,1621.67,429.529,28.6699,1138.98,443.53,26.1729,2226.89,738.419,30.3125,2274.67,-57.0936,34.364,546.137,-353.318,28.3098,1896.32,-658.388,33.3447,1563.59,1126.75,26.2742,1124.62,-51.0653,23.3543,1235.25,-721.08,21.3471,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0,1611.17,-59.9024,22.8656,459.16,386.653,24.0319,824.69,1020.4,32.1168,1621.66,429.535,28.6664,1138.99,443.527,26.1328,2226.91,738.388,30.3248,2274.69,-57.0752,34.3449,546.136,-353.308,28.3117,1896.22,-658.305,33.2241,1563.58,1126.74,26.2521,1125.54,-50.6768,23.8579,1235.37,-721.043,21.395,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0,1611.24,-59.8147,22.9829,459.119,386.699,24.0336,824.681,1020.44,32.1119,1621.67,429.533,28.6654,1138.97,443.546,26.1138,2227.06,737.964,30.7898,2274.65,-57.0766,34.3368,546.113,-353.293,28.3193,1896.25,-658.383,33.316,1563.65,1126.74,26.3279,1124.58,-51.0786,23.3515,1235.26,-721.085,21.3199,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0,1611.23,-59.7742,22.9984,459.074,386.676,24.0459,824.638,1020.49,32.1094,1621.67,429.554,28.68,1139.03,443.583,26.2123,2227.07,737.961,30.8494,2274.85,-56.9769,34.4961,546.05,-353.29,28.2979,1896.33,-658.428,33.6175,1563.64,1126.76,26.3825,1125.45,-50.6229,23.8832,1235.39,-721.058,21.4035,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0,1611.25,-59.7867,23.004,459.015,386.653,23.9726,824.656,1020.47,32.1044,1621.85,429.716,28.7153,1139,443.54,26.1621,2227.05,737.952,30.7999,2274.78,-57.046,34.4499,546.342,-353.667,28.4027,1896.3,-658.44,33.4234,1563.62,1126.74,26.3493,1124.62,-51.0933,23.3544,1235.12,-721.105,21.2994,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0,1611.25,-59.7972,22.9781,459.191,386.638,24.0654,824.67,1020.45,32.0797,1621.71,429.584,28.677,1139.02,443.565,26.1339,2226.92,738.377,30.3191,2274.69,-57.0747,34.3893,546.079,-353.294,28.2992,1896.32,-658.415,33.5338,1563.6,1126.76,26.2712,1125.5,-50.6306,23.8663,1235.36,-721.124,21.382,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0,1611.27,-59.7757,23.007,459.065,386.68,24.002,824.664,1020.43,32.0462,1621.71,429.567,28.6687,1138.98,443.574,26.1073,2226.89,738.463,30.2501,2274.67,-57.0657,34.3276,546.178,-353.342,28.3148,1896.2,-658.336,33.1377,1563.63,1126.76,26.2931,1125.45,-50.619,23.8623,1235.32,-721.11,21.3692,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0,1611.28,-59.7717,23.05,459.162,386.642,24.0898,824.685,1020.46,32.1144,1621.71,429.568,28.6884,1139,443.562,26.1358,2226.93,738.375,30.3745,2274.77,-57.0174,34.4306,546.341,-353.682,28.4424,1896.28,-658.424,33.4207,1563.57,1126.78,26.2966,1125.54,-50.6643,23.8962,1235.3,-721.2,21.4489,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,1611.18,-59.8859,22.8577,459.168,386.646,24.0681,824.726,1020.4,32.123,1621.71,429.566,28.7184,1139.02,443.535,26.164,2226.9,738.362,30.3534,2274.61,-57.1,34.3056,546.09,-353.352,28.2909,1896.31,-658.468,33.5149,1563.67,1126.73,26.3756,1125.48,-50.6355,23.9112,1235.21,-721.104,21.4239,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,1611.16,-59.8835,22.8267,459.14,386.63,24.0365,824.678,1020.45,32.0979,1621.7,429.563,28.6865,1139.02,443.572,26.1658,2226.92,738.377,30.3453,2274.62,-57.0972,34.2981,546.088,-353.331,28.3244,1896.24,-658.334,33.3135,1563.59,1126.74,26.318,1125.53,-50.5874,23.9219,1235.47,-721.119,21.3607,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0,1611.15,-59.9264,23.0266,459.155,386.655,24.0572,824.644,1020.44,32.061,1621.69,429.577,28.6566,1138.99,443.553,26.1336,2226.86,738.403,30.2535,2274.71,-57.0333,34.3823,546.062,-353.306,28.302,1896.29,-658.456,33.6141,1563.63,1126.75,26.3098,1125.65,-50.5846,23.963,1235.3,-721.22,21.3853,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0,1611.25,-59.8121,22.989,459.084,386.66,24.0099,824.687,1020.44,32.1,1621.69,429.574,28.6562,1138.99,443.556,26.0972,2227.07,737.985,30.8092,2274.7,-57.0952,34.4653,546.123,-353.328,28.3225,1896.33,-658.474,33.5876,1563.65,1126.74,26.3574,1125.59,-50.6176,23.8992,1235.29,-721.14,21.3264,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0,1611.16,-59.8817,22.8868,459.151,386.657,24.1035,824.647,1020.47,32.104,1621.69,429.558,28.6903,1138.98,443.561,26.1199,2227.07,737.984,30.8165,2274.72,-57.0579,34.4274,546.045,-353.316,28.3032,1896.29,-658.402,33.4379,1563.67,1126.73,26.3502,1124.61,-51.1097,23.3523,1235.52,-721.045,21.4605,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0,1611.18,-59.9028,22.8955,459.06,386.628,24.0041,824.659,1020.42,32.0818,1621.66,429.554,28.6875,1139.02,443.574,26.1586,2226.9,738.374,30.3322,2274.66,-57.0598,34.3628,546.064,-353.295,28.296,1896.29,-658.433,33.4999,1563.66,1126.74,26.381,1125.44,-50.5954,23.8749,1235.42,-721.134,21.4649,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0,1611.18,-59.8957,22.8821,459.124,386.646,24.029,824.66,1020.44,32.1031,1621.67,429.54,28.6795,1139,443.541,26.1613,2226.9,738.404,30.303,2274.67,-57.064,34.3486,545.942,-353.185,28.339,1896.22,-658.337,33.3077,1563.61,1126.76,26.3165,1125.48,-50.6264,23.8934,1235.35,-721.087,21.3494,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0,1611.25,-59.7988,22.9913,459.037,386.662,23.9827,824.674,1020.43,32.0639,1621.68,429.544,28.6622,1139.01,443.556,26.1475,2227.07,738.007,30.791,2274.71,-57.0607,34.4007,546.029,-353.267,28.2916,1896.28,-658.462,33.5131,1563.59,1126.78,26.2812,1124.62,-51.0778,23.3302,1235.1,-721.134,21.1542,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0,1611.26,-59.7881,22.9864,459.196,386.626,24.1074,824.724,1020.42,32.0593,1621.86,429.73,28.6982,1138.99,443.559,26.1228,2226.89,738.399,30.2886,2274.69,-57.0427,34.3947,546.404,-353.653,28.4221,1896.37,-658.569,33.8163,1563.67,1126.73,26.3399,1125.47,-50.6552,23.8394,1235.3,-721.185,21.3916,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0,1611.17,-59.8793,22.8646,459.109,386.66,24.006,824.663,1020.45,32.147,1621.68,429.575,28.6749,1139.02,443.548,26.145,2226.93,738.3,30.4007,2274.76,-57.0674,34.452,546.012,-353.257,28.3311,1896.22,-658.308,33.2383,1563.65,1126.74,26.3329,1125.52,-50.647,23.8813,1235.29,-721.2,21.4076,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0,1611.27,-59.8052,23.0202,459.143,386.667,24.0001,824.702,1020.42,32.1543,1621.69,429.573,28.6828,1138.95,443.542,26.1317,2226.92,738.369,30.3691,2274.65,-57.0713,34.3649,546.091,-353.305,28.3049,1896.32,-658.371,33.4019,1563.57,1126.77,26.274,1125.5,-50.6194,23.8749,1235.22,-721.106,21.3927,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0,1611.24,-59.7992,22.9732,459.198,386.628,24.0787,824.74,1020.38,32.1621,1621.7,429.571,28.683,1138.95,443.557,26.1202,2226.88,738.429,30.2728,2274.66,-57.0527,34.3273,546.063,-353.31,28.3139,1896.28,-658.489,33.5034,1563.63,1126.75,26.3197,1125.52,-50.6453,23.8905,1235.43,-721.123,21.4496,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,1611.17,-59.8909,22.8509,459.11,386.662,24.0652,824.69,1020.43,32.1313,1621.69,429.575,28.6854,1139.01,443.548,26.205,2226.9,738.381,30.333,2274.69,-57.0248,34.4058,546.141,-353.262,28.3311,1896.24,-658.365,33.3113,1563.66,1126.74,26.3608,1125.52,-50.6197,23.8825,1235.39,-721.226,21.4046,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0,1611.25,-59.7878,22.9666,459.107,386.662,24.0467,824.655,1020.45,32.0752,1621.69,429.592,28.6731,1138.99,443.549,26.1602,2226.9,738.366,30.3558,2274.72,-57.0545,34.3846,546.125,-353.299,28.3223,1896.3,-658.41,33.3507,1563.62,1126.76,26.3227,1125.57,-50.6183,23.8883,1235.32,-721.206,21.4056,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0,1611.16,-59.8821,22.8663,459.174,386.655,24.102,824.64,1020.43,32.0828,1621.86,429.719,28.7092,1138.98,443.561,26.1713,2227.06,737.987,30.8039,2274.68,-57.0626,34.3496,546.088,-353.267,28.3174,1896.27,-658.34,33.3569,1563.64,1126.73,26.3467,1124.51,-51.0476,23.3044,1235.27,-721.219,21.3469,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0,1611.18,-59.8889,22.8685,459.097,386.65,23.9989,824.665,1020.46,32.1223,1621.85,429.724,28.71,1138.99,443.562,26.1239,2226.93,738.332,30.3847,2274.71,-57.0708,34.4209,546.065,-353.233,28.358,1896.26,-658.401,33.3275,1563.59,1126.76,26.2931,1125.48,-50.622,23.8709,1235.25,-721.152,21.3455,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0,1611.26,-59.8083,22.9898,459.057,386.68,23.9945,824.671,1020.45,32.1193,1621.7,429.575,28.6927,1139,443.548,26.1423,2226.91,738.371,30.3366,2274.74,-57.0651,34.4609,546.105,-353.266,28.3135,1896.35,-658.509,33.6716,1563.64,1126.74,26.3298,1125.47,-50.679,23.8387,1235.01,-721.186,21.2669,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0,1611.23,-59.7851,22.9645,459.107,386.632,24.0546,824.679,1020.45,32.1069,1621.69,429.591,28.6701,1139.04,443.523,26.177,2226.87,738.378,30.2918,2274.71,-57.0443,34.3933,545.965,-353.209,28.2775,1896.28,-658.385,33.479,1563.6,1126.76,26.2259,1124.6,-51.1148,23.3178,1235.3,-721.106,21.3583,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0,1611.16,-59.8804,22.8511,459.027,386.672,23.9665,824.649,1020.47,32.0849,1621.69,429.575,28.6815,1139.01,443.565,26.1306,2227.06,737.992,30.7972,2274.65,-57.0807,34.3513,546.41,-353.658,28.4221,1896.36,-658.581,33.6863,1563.64,1126.75,26.3149,1125.49,-50.5607,23.8631,1235.22,-721.269,21.3785,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0,1611.25,-59.8035,22.965,459.103,386.666,24.0313,824.68,1020.45,32.1191,1621.69,429.578,28.6735,1139.03,443.55,26.1578,2227.05,737.956,30.7931,2274.65,-57.0832,34.372,546.017,-353.22,28.3201,1896.61,-659.972,35.0341,1563.64,1126.73,26.3322,1125.54,-50.633,23.9154,1235.25,-721.159,21.4049,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0,1611.26,-59.7989,22.9778,459.036,386.656,23.9745,824.658,1020.44,32.0974,1621.71,429.555,28.7038,1139,443.585,26.1421,2227.08,737.957,30.8558,2274.75,-57.0089,34.3755,546.117,-353.281,28.3502,1896.64,-659.816,34.9968,1563.67,1126.75,26.4068,1125.49,-50.6375,23.8687,1235.26,-721.193,21.4031,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0,1611.25,-59.8053,22.9684,459.125,386.649,24.1069,824.706,1020.42,32.116,1621.7,429.55,28.7019,1138.99,443.555,26.1719,2226.92,738.322,30.3818,2274.66,-57.0648,34.3796,546.35,-353.629,28.4735,1896.53,-658.864,34.1834,1563.62,1126.78,26.3227,1125.53,-50.5901,23.8874,1235.54,-721.074,21.3387,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0,1611.13,-59.9185,23.0165,459.092,386.643,24.0117,824.642,1020.45,32.0796,1621.67,429.585,28.6734,1139,443.548,26.1562,2226.89,738.419,30.291,2274.69,-57.0875,34.4177,546.099,-353.295,28.3287,1896.5,-658.884,34.2276,1563.65,1126.71,26.3275,1125.59,-50.6466,23.906,1235.3,-721.125,21.338,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0,1611.17,-59.8831,22.8716,459.14,386.596,23.9882,824.695,1020.46,32.107,1621.67,429.571,28.6814,1138.99,443.571,26.1342,2226.91,738.323,30.3526,2274.73,-57.0215,34.3906,546.13,-353.303,28.2909,1896.51,-658.902,34.2112,1563.63,1126.75,26.2699,1125.58,-50.5921,23.9089,1235.28,-721.11,21.3349,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0,1611.24,-59.8064,22.9812,459.083,386.631,24.0272,824.651,1020.46,32.0882,1621.68,429.548,28.6997,1138.99,443.558,26.1223,2226.88,738.395,30.2706,2274.7,-57.0762,34.4346,546.121,-353.291,28.3043,1896.48,-658.733,33.9523,1563.66,1126.73,26.3423,1124.59,-51.0724,23.3093,1235.39,-721.118,21.3119,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0,1611.21,-59.8097,22.9571,459.173,386.632,24.0812,824.686,1020.44,32.1135,1621.67,429.568,28.7024,1138.97,443.522,26.1685,2227.06,737.971,30.8205,2274.72,-57.0371,34.3932,546.175,-353.305,28.3437,1896.45,-658.676,33.9165,1563.63,1126.76,26.3576,1124.55,-51.0742,23.368,1235.17,-721.162,21.2869,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,1611.19,-59.8926,22.8843,459.124,386.672,24.0369,824.669,1020.45,32.0642,1621.87,429.723,28.7203,1139.01,443.556,26.1691,2226.88,738.409,30.2941,2274.7,-57.0702,34.4038,546.341,-353.668,28.4707,1896.42,-658.688,34.0343,1563.65,1126.73,26.3419,1124.59,-51.0809,23.365,1235.44,-721.227,21.3825,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0,1611.17,-59.8777,22.8617,459.14,386.633,24.099,824.701,1020.45,32.1371,1621.69,429.575,28.6824,1138.98,443.522,26.1239,2226.89,738.39,30.295,2274.64,-57.1111,34.3429,546.079,-353.319,28.2896,1896.47,-658.667,33.9375,1563.6,1126.74,26.2983,1124.6,-51.0863,23.3544,1235.4,-721.154,21.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0,1611.15,-59.8918,22.8409,459.113,386.633,24.0329,824.652,1020.46,32.0699,1621.71,429.571,28.6772,1138.99,443.574,26.1354,2227.08,737.985,30.8157,2274.67,-57.0642,34.3508,546.133,-353.351,28.3449,1896.4,-658.558,33.7909,1563.64,1126.75,26.3005,1124.57,-51.0531,23.3284,1235.35,-721.114,21.4022,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0,1611.23,-59.809,22.9902,459.175,386.634,24.059,824.671,1020.43,32.1087,1621.69,429.555,28.6781,1138.99,443.51,26.1258,2226.9,738.334,30.3375,2274.67,-57.0499,34.3571,546.068,-353.278,28.2722,1896.42,-658.662,33.8194,1563.69,1126.68,26.3914,1124.56,-51.0273,23.3707,1235.36,-721.142,21.3849,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0,1611.18,-59.8834,22.8614,459.15,386.684,24.0838,824.685,1020.46,32.0855,1621.68,429.574,28.6857,1138.97,443.561,26.1631,2227.06,737.935,30.833,2274.7,-57.0444,34.3775,546.12,-353.24,28.3223,1896.34,-658.478,33.5717,1563.65,1126.73,26.3379,1124.6,-51.0984,23.3612,1235.29,-721.156,21.3252,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0,1611.24,-59.7939,23.0064,459.157,386.63,24.0545,824.682,1020.49,32.1351,1621.68,429.605,28.7012,1138.99,443.552,26.1654,2226.9,738.333,30.3581,2274.66,-57.0536,34.388,546.16,-353.207,28.3504,1896.41,-658.651,33.9288,1563.64,1126.74,26.3682,1125.49,-50.6094,23.9042,1235.31,-721.141,21.401,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0,1611.26,-59.8108,22.9714,459.172,386.639,24.0911,824.732,1020.42,32.1194,1621.69,429.571,28.6908,1139,443.551,26.1176,2227.07,737.993,30.797,2274.7,-57.0622,34.3635,545.978,-353.211,28.2712,1896.21,-658.3,33.1788,1563.62,1126.75,26.3143,1125.51,-50.6665,23.8467,1235.4,-721.248,21.4267,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0,1611.18,-59.8813,22.8412,459.173,386.596,24.0495,824.708,1020.44,32.1005,1621.87,429.7,28.6936,1139.02,443.567,26.1135,2226.89,738.409,30.282,2274.69,-57.0926,34.4376,546.111,-353.311,28.3627,1896.24,-658.354,33.3661,1563.64,1126.74,26.2921,1124.59,-51.1,23.3079,1235.49,-720.669,21.3561,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0,1611.22,-59.805,22.9519,459.095,386.67,24.049,824.725,1020.42,32.1178,1621.69,429.57,28.6793,1138.97,443.572,26.1074,2227.08,738.01,30.828,2274.67,-57.0622,34.3485,545.964,-353.226,28.2672,1896.31,-658.353,33.5266,1563.64,1126.75,26.3142,1125.55,-50.6489,23.8863,1235.31,-721.035,21.3605,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0,1611.25,-59.8109,22.9966,459.283,386.611,24.1015,824.646,1020.45,32.0892,1621.67,429.57,28.6821,1138.99,443.582,26.1115,2226.93,738.341,30.4077,2274.74,-57.0161,34.4102,546.054,-353.235,28.3183,1896.25,-658.407,33.4869,1563.63,1126.72,26.3104,1124.5,-51.0688,23.311,1235.34,-721.047,21.4003,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,1611.25,-59.7822,23.0111,459.072,386.653,24.0546,824.724,1020.41,32.1189,1621.71,429.573,28.7029,1138.97,443.523,26.1363,2226.85,738.386,30.2644,2274.71,-57.0807,34.4073,545.853,-353.087,28.2469,1896.2,-658.354,33.2875,1563.6,1126.76,26.2738,1124.64,-51.1003,23.3531,1235.48,-720.992,21.3674,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0,1611.27,-59.8125,22.9724,459.009,386.678,23.9986,824.681,1020.43,32.1119,1621.71,429.579,28.6797,1139,443.553,26.1347,2226.87,738.42,30.2464,2274.65,-57.1239,34.3947,546.39,-353.655,28.4457,1896.4,-658.603,33.7731,1563.63,1126.73,26.3249,1125.56,-50.4986,23.9816,1235.42,-721.06,21.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0,1611.19,-59.8817,22.8363,459.097,386.668,23.9991,824.674,1020.42,32.0612,1621.7,429.572,28.6603,1138.99,443.548,26.1166,2227.08,738.012,30.7971,2274.67,-57.0737,34.3666,546.148,-353.336,28.2638,1896.29,-658.347,33.339,1563.64,1126.73,26.2909,1124.59,-51.0627,23.3194,1235.4,-721.073,21.4077,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0,1611.18,-59.8775,22.8715,459.185,386.598,24.0294,824.671,1020.44,32.1296,1621.67,429.551,28.6693,1139.01,443.542,26.1582,2226.87,738.407,30.2851,2274.7,-57.0531,34.3993,546.45,-353.594,28.4511,1896.29,-658.37,33.3674,1563.64,1126.73,26.3274,1125.53,-50.6668,23.9156,1235.49,-720.986,21.355,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0,1611.24,-59.8059,22.9745,459.099,386.665,24.0469,824.649,1020.45,32.0798,1621.67,429.563,28.7104,1138.98,443.554,26.1774,2226.95,738.3,30.4553,2274.84,-57.0601,34.5769,546.017,-353.219,28.3529,1896.27,-658.389,33.4482,1563.61,1126.74,26.3122,1125.5,-50.638,23.8818,1235.38,-720.653,21.3718,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0,1611.19,-59.8131,23.2037,459.206,386.594,24.06,824.689,1020.43,32.1112,1621.68,429.56,28.6869,1139.02,443.567,26.1474,2226.88,738.441,30.3078,2274.74,-57.0641,34.4346,546.37,-353.647,28.4145,1896.29,-658.421,33.4863,1563.6,1126.72,26.2978,1125.46,-50.6186,23.8684,1235.4,-721.06,21.4462,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0,1611.21,-59.802,23.1874,459.186,386.6,24.0544,824.687,1020.43,32.0317,1621.86,429.724,28.7057,1139.01,443.565,26.1185,2226.87,738.409,30.2642,2274.68,-57.0669,34.3641,546.152,-353.291,28.3256,1896.33,-658.496,33.643,1563.65,1126.75,26.3457,1124.57,-51.0587,23.331,1235.35,-721.171,21.292,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0,1611.25,-59.7991,22.9843,459.134,386.668,24.0143,824.664,1020.46,32.0779,1621.71,429.571,28.6729,1138.99,443.572,26.1191,2227.08,737.978,30.7923,2274.67,-57.0827,34.311,546.347,-353.649,28.4403,1896.32,-658.474,33.49,1563.66,1126.73,26.3461,1124.73,-51.07,23.4159,1235.34,-721.029,21.3588,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0,1611.17,-59.886,22.894,459.132,386.676,24.0685,824.685,1020.45,32.1077,1621.7,429.581,28.6814,1138.99,443.579,26.1333,2227.06,737.98,30.8112,2274.64,-57.0765,34.3261,546.072,-353.316,28.3114,1896.33,-658.511,33.7508,1563.67,1126.72,26.377,1124.59,-51.0665,23.3404,1235.24,-721.061,21.3839,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0,1611.17,-59.8828,22.9015,459.225,386.593,24.0844,824.649,1020.48,32.1046,1621.71,429.564,28.7048,1138.97,443.562,26.1476,2227.08,737.962,30.847,2274.58,-57.13,34.3335,546.292,-353.618,28.3125,1896.46,-658.729,34.0362,1563.62,1126.75,26.3342,1124.63,-51.1361,23.3798,1235.51,-720.969,21.2798,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0,1611.17,-59.8794,22.8804,459.022,386.663,24.0079,824.668,1020.45,32.0803,1621.86,429.706,28.7222,1139,443.564,26.1632,2227.06,737.95,30.8147,2274.73,-57.0643,34.4131,546.045,-353.281,28.3295,1896.33,-658.428,33.5442,1563.65,1126.72,26.3607,1125.41,-50.6542,23.8183,1235.35,-721.113,21.4616,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0,1611.26,-59.7992,22.9992,459.082,386.678,24.0319,824.654,1020.45,32.0523,1621.72,429.575,28.6752,1139,443.537,26.1499,2227.08,737.968,30.8064,2274.72,-57.0383,34.4032,546.042,-353.27,28.3129,1896.18,-658.361,33.214,1563.65,1126.73,26.3599,1125.56,-50.6119,23.8748,1235.38,-721.033,21.4608,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0,1611.25,-59.7975,22.9587,459.084,386.666,24.063,824.668,1020.46,32.0985,1621.7,429.582,28.6652,1139,443.581,26.1355,2226.94,738.343,30.379,2274.66,-57.0925,34.3464,546.111,-353.319,28.2939,1896.27,-658.375,33.4634,1563.63,1126.76,26.3016,1124.61,-51.0893,23.3057,1235.41,-721.063,21.3834,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0,1611.26,-59.8115,23.0119,459.085,386.646,24.0668,824.7,1020.4,32.0941,1621.7,429.581,28.7017,1138.99,443.546,26.1994,2227.05,738.003,30.7925,2274.68,-57.0707,34.3889,546.331,-353.649,28.4829,1896.38,-658.539,33.4533,1563.64,1126.73,26.3788,1125.44,-50.65,23.8641,1235.2,-721.071,21.2376,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0,1611.27,-59.7947,23.0385,459.194,386.586,24.0354,824.661,1020.43,32.1089,1621.69,429.566,28.7198,1139.01,443.534,26.222,2226.91,738.385,30.3608,2274.72,-57.0902,34.4544,546.156,-353.302,28.3339,1896.28,-658.422,33.5051,1563.65,1126.74,26.364,1125.55,-50.6531,23.9183,1235.31,-721.045,21.4566,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0,1611.17,-59.8971,22.8446,459.035,386.705,23.9749,824.637,1020.47,32.0825,1621.68,429.581,28.691,1139.01,443.555,26.197,2227.08,737.937,30.8651,2274.7,-57.0717,34.4012,546.001,-353.281,28.3275,1896.35,-658.506,33.7864,1563.63,1126.73,26.3446,1125.49,-50.6324,23.9004,1235.28,-721.11,21.3614,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0,1611.17,-59.8803,22.8277,459.212,386.595,24.0819,824.659,1020.46,32.0932,1621.68,429.571,28.6448,1138.99,443.516,26.1459,2226.9,738.41,30.2726,2274.69,-57.0619,34.3415,546.357,-353.646,28.4453,1896.28,-658.401,33.2564,1563.67,1126.73,26.3447,1124.63,-51.0785,23.331,1235.5,-721.072,21.3456,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,0,1611.18,-59.8966,22.8287,459.19,386.606,24.0273,824.675,1020.41,32.0951,1621.69,429.559,28.6555,1139,443.523,26.1249,2227.08,737.998,30.8115,2274.64,-57.0497,34.3232,545.986,-353.305,28.2958,1896.26,-658.378,33.3224,1563.62,1126.76,26.289,1125.56,-50.5919,23.9253,1235.22,-721.225,21.2067,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,0,1611.19,-59.8694,22.85,459.04,386.648,23.9776,824.705,1020.47,32.0812,1621.69,429.569,28.6937,1138.99,443.568,26.1862,2226.87,738.397,30.306,2274.63,-57.0379,34.3495,546.139,-353.285,28.3031,1896.25,-658.342,33.2994,1563.65,1126.74,26.3833,1125.5,-50.6403,23.8902,1235.32,-721.12,21.3569,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,0,1611.24,-59.7891,23.0145,459.09,386.667,24.1331,824.665,1020.46,32.0938,1621.67,429.564,28.7081,1139,443.564,26.1757,2226.87,738.397,30.3065,2274.72,-57.0771,34.5268,546.1,-353.286,28.3457,1896.22,-658.31,33.2712,1563.64,1126.73,26.3911,1125.57,-50.6544,23.9584,1235.52,-721.101,21.4317,,,,,,,,,,,,,,,,,,,,,,,,,,,
