Objects
100
,,Global Angle quackGPT:quackGPT,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
267,0,0.0157106,-0.00084315,-0.00891115,958.79,-524.73,138
268,0,0.0157031,-0.00113847,-0.00898424,958.797,-524.728,138.015
269,0,0.0158104,-0.00118643,-0.00904781,958.78,-524.706,137.999
270,0,0.0155908,-0.00100151,-0.00894889,958.784,-524.711,137.996
271,0,0.0155786,-0.00101561,-0.00894589,958.785,-524.716,137.999
272,0,0.0155942,-0.000678043,-0.0089785,958.797,-524.73,138.013
273,0,0.0153556,-0.00109334,-0.00872364,958.792,-524.741,138.016
274,0,0.0160069,-0.000892123,-0.00901698,958.775,-524.732,137.978
275,0,0.0154415,-0.000606912,-0.0088257,958.786,-524.727,137.988
276,0,0.0157499,-0.000995417,-0.00873261,958.794,-524.724,138.004
277,0,0.0155801,-0.000960376,-0.00886983,958.791,-524.731,138.017
278,0,0.015522,-0.000702053,-0.00884973,958.79,-524.728,138.008
279,0,0.0159449,-0.00124447,-0.00899208,958.781,-524.717,137.992
280,0,0.015616,-0.000939627,-0.00867278,958.784,-524.743,137.982
281,0,0.0153234,-0.00114505,-0.00884895,958.794,-524.725,137.989
282,0,0.0122252,-0.00220557,-0.00792293,958.789,-524.737,138
283,0,0.0152242,-0.00104373,-0.00877653,958.792,-524.734,138
284,0,0.0153839,-0.000708845,-0.00885735,958.79,-524.734,137.98
285,0,0.0157962,-0.000772165,-0.00894302,958.78,-524.73,137.989
286,0,0.0157785,-0.00112461,-0.00909039,958.793,-524.73,138.005
287,0,0.0153164,-0.000787591,-0.0087326,958.792,-524.736,137.993
288,0,0.0155076,-0.000703853,-0.00857307,958.793,-524.731,137.994
289,0,0.0155521,-0.00101349,-0.00884752,958.792,-524.721,138
290,0,0.015596,-0.000871524,-0.00867175,958.789,-524.734,138.014
291,0,0.0123885,-0.00303134,-0.00813332,958.74,-524.75,137.91
292,0,0.0155235,-0.000696716,-0.00876488,958.791,-524.74,138.008
293,0,0.0150663,-0.000902682,-0.00895728,958.792,-524.725,137.994
294,0,0.0169008,-0.00101891,-0.00895364,958.805,-524.723,138.029
295,0,0.0160192,-0.0013546,-0.00879501,958.788,-524.729,138.012
296,0,0.0155033,-0.00109594,-0.00887169,958.792,-524.738,138.021
297,0,0.0157882,-0.000714166,-0.00907969,958.781,-524.716,138.002
298,0,0.0151926,-0.000840673,-0.00870595,958.787,-524.728,137.989
299,0,0.0160622,-0.00100632,-0.00888035,958.786,-524.709,137.995
300,0,0.0156879,-0.000807837,-0.00902044,958.786,-524.717,137.999
301,0,0.0121002,-0.00305187,-0.00814949,958.744,-524.743,137.92
302,0,0.0153182,-0.000724607,-0.00885132,958.794,-524.737,138.001
303,0,0.0137501,-0.00293786,-0.00827051,958.762,-524.734,137.934
304,0,0.0156296,-0.000834501,-0.00883891,958.786,-524.73,137.981
305,0,0.0172101,-0.000878624,-0.00878787,958.815,-524.724,138.055
306,0,0.0153845,-0.000954128,-0.00891881,958.794,-524.716,138.004
307,0,0.0155971,-0.000697594,-0.00894814,958.794,-524.725,137.999
308,0,0.0156501,-0.00100838,-0.00891686,958.792,-524.743,138.009
309,0,0.0153335,-0.00100582,-0.00890411,958.785,-524.738,137.998
310,0,0.0146285,-0.000416158,-0.00850966,958.801,-524.73,138.048
311,0,0.0153799,-0.000590626,-0.00886267,958.782,-524.712,137.984
312,0,0.0154932,-0.00104736,-0.00894159,958.781,-524.708,137.974
313,0,0.0123394,-0.00280704,-0.00800338,958.746,-524.749,137.903
314,0,0.0121198,-0.00288658,-0.00814285,958.74,-524.752,137.909
315,0,0.0157796,-0.00119869,-0.00910252,958.781,-524.713,137.979
316,0,0.0154767,-0.00095808,-0.00884832,958.792,-524.728,137.992
317,0,0.0157161,-0.000866946,-0.00882658,958.794,-524.716,137.997
318,0,0.0158613,-0.000789568,-0.00877519,958.789,-524.725,137.986
319,0,0.0155263,-0.000924207,-0.00917228,958.782,-524.718,137.99
320,0,0.0157928,-0.000844759,-0.00907375,958.787,-524.717,137.998
321,0,0.015805,-0.000827936,-0.0090652,958.798,-524.727,138
322,0,0.0154571,-0.000732524,-0.00890088,958.799,-524.729,138
323,0,0.0151697,-0.000963164,-0.00876599,958.781,-524.73,137.985
324,0,0.0156535,-0.000970832,-0.00887386,958.783,-524.726,137.996
