Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,1 17,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
72,0,1347.76,-54.0598,25.5452,1617.84,392.631,26.8754,1586.88,1122.94,47.9149,1092.84,1093.26,38.9517,442.511,1070.56,42.8268,515.704,-7.90602,19.1287,2304.43,226.808,38.7372,781.199,446.856,22.5778,-158.021,-27.5056,35.2955,500.947,-753.456,15.4335,1132.21,-738.576,14.6347,1772.59,-749.142,27.1189,,,
73,0,1347.82,-54.0716,25.5843,1617.88,392.635,26.8855,1586.74,1123.08,47.6968,1092.8,1093.31,38.9774,442.425,1070.57,42.7022,515.664,-8.19897,18.6565,2304.43,226.772,38.7303,781.241,446.898,22.5635,-158.024,-27.48,35.2534,500.83,-753.482,15.3377,1132.16,-738.582,14.5658,1772.54,-749.141,27.1185,,,
74,0,1347.78,-54.0488,25.52,1617.85,392.653,26.8278,1586.93,1122.95,47.9457,1092.7,1093.35,38.9247,442.438,1070.61,42.6703,515.475,-8.11772,18.6591,2304.5,226.827,38.7547,781.183,446.854,22.5436,-157.999,-27.4527,35.1474,501.119,-753.458,15.4696,1132.2,-738.519,14.5003,1772.56,-749.148,27.1029,,,
75,0,1347.78,-54.067,25.542,1617.86,392.632,26.8312,1586.89,1122.96,47.9216,1092.73,1093.35,38.9589,442.432,1070.58,42.6299,515.514,-8.0702,18.6824,2304.47,226.839,38.7063,781.124,446.925,22.4503,-157.901,-27.3795,35.1612,500.885,-753.399,15.3181,1132.19,-738.568,14.5265,1772.62,-749.167,27.095,,,
76,0,1347.83,-54.0752,25.5969,1617.85,392.618,26.8642,1586.88,1122.94,47.9163,1092.77,1093.29,38.9317,442.457,1070.57,42.7523,515.433,-8.13448,18.7083,2304.47,226.816,38.7464,781.319,446.819,22.5671,-157.896,-27.4214,35.1541,502.588,-753.708,16.1359,1132.18,-738.557,14.5057,1772.56,-749.226,27.0858,,,
77,0,1347.79,-54.0898,25.5629,1617.86,392.622,26.8758,1586.88,1122.9,47.9418,1092.82,1093.24,38.9467,442.444,1070.57,42.733,515.481,-8.12458,18.6959,2304.44,226.84,38.7072,781.138,446.878,22.5416,-157.969,-27.4608,35.1929,501.177,-753.603,15.4589,1132.18,-738.545,14.564,1772.51,-749.23,27.1278,,,
78,0,1347.82,-54.0775,25.589,1617.86,392.634,26.8711,1586.92,1122.92,47.9619,1092.81,1093.29,38.9375,442.438,1070.59,42.7511,515.804,-8.21628,18.6164,2304.46,226.819,38.7124,781.241,446.852,22.5097,-157.902,-27.463,35.1751,501.393,-753.583,15.5758,1132.19,-738.609,14.5861,1772.49,-749.212,27.0847,,,
79,0,1347.85,-54.0709,25.6051,1617.87,392.62,26.8595,1586.91,1122.91,47.9406,1092.8,1093.31,38.9271,442.403,1070.59,42.6308,515.74,-7.85207,19.0432,2304.48,226.831,38.7003,781.218,446.857,22.5007,-157.946,-27.3548,35.2657,502.615,-753.727,16.1122,1132.21,-738.571,14.5932,1772.53,-749.205,27.0761,,,
80,0,1347.82,-54.0832,25.602,1617.86,392.641,26.8452,1586.95,1122.92,47.9985,1092.74,1093.36,38.9423,442.477,1070.58,42.7438,515.625,-8.17334,18.6771,2304.46,226.812,38.7486,781.195,446.811,22.4895,-157.891,-27.4272,35.1175,501.344,-753.628,15.5669,1132,-738.844,14.7379,1772.51,-749.194,27.1325,,,
81,0,1347.79,-54.0718,25.6647,1617.84,392.63,26.8617,1586.98,1122.93,48.0536,1092.85,1093.26,38.9726,442.42,1070.58,42.7055,515.554,-8.1146,18.6995,2304.47,226.828,38.7324,781.079,446.851,22.5437,-157.975,-27.3727,35.3492,501.237,-753.622,15.5244,1132.16,-738.621,14.5958,1772.52,-749.208,27.13,,,
82,0,1347.76,-54.0804,25.5863,1617.85,392.627,26.8614,1586.98,1122.9,48.0655,1092.71,1093.35,38.9354,442.435,1070.57,42.7432,515.47,-8.18171,18.7199,2304.44,226.836,38.7118,781.198,446.883,22.5673,-157.918,-27.4287,35.2198,501.231,-753.603,15.4498,1132.13,-738.61,14.5766,1772.48,-749.235,27.1186,,,
83,0,1347.81,-54.0809,25.547,1617.86,392.622,26.8486,1586.95,1122.88,48.0021,1092.79,1093.29,38.9147,442.415,1070.58,42.6985,515.743,-8.14543,18.7051,2304.46,226.832,38.7076,781.193,446.888,22.5006,-157.952,-27.3724,35.3204,501.173,-753.654,15.4668,1132.18,-738.593,14.5429,1772.51,-749.203,27.0939,,,
84,0,1347.86,-54.0455,25.643,1617.86,392.622,26.8604,1586.99,1122.88,48.0358,1092.81,1093.28,38.9088,442.527,1070.58,42.7817,515.574,-8.14181,18.6229,2304.45,226.805,38.6859,781.342,446.822,22.5663,-158.043,-27.4292,35.1385,501.142,-753.565,15.402,1132.14,-738.644,14.5698,1772.77,-748.96,27.0187,,,
85,0,1347.79,-54.0839,25.5711,1617.86,392.624,26.8517,1586.97,1122.86,48.0106,1092.87,1093.25,38.9626,442.43,1070.59,42.7054,515.837,-7.90724,19.0897,2304.45,226.832,38.7107,781.198,446.876,22.6043,-157.89,-27.4402,35.1573,501.187,-753.475,15.4735,1132.23,-738.569,14.6262,1772.66,-749.106,27.1033,,,
86,0,1347.76,-54.0865,25.5501,1617.85,392.64,26.8712,1586.96,1122.84,48.0616,1092.8,1093.29,38.9348,442.303,1070.62,42.5744,515.682,-8.1582,18.8458,2304.43,226.803,38.7301,781.182,446.897,22.5259,-157.944,-27.4072,35.2875,500.992,-753.568,15.391,1132.13,-738.643,14.591,1772.62,-749.097,27.0549,,,
87,0,1347.76,-54.0996,25.5973,1617.84,392.614,26.8481,1586.96,1122.83,48.0667,1092.83,1093.27,38.9769,442.463,1070.58,42.7756,515.671,-8.22038,18.7203,2304.42,226.825,38.6949,781.165,446.907,22.5572,-157.914,-27.3811,35.2077,501.084,-753.522,15.4942,1132.17,-738.607,14.5645,1772.6,-749.119,27.0503,,,
88,0,1347.78,-54.1021,25.5623,1617.86,392.621,26.8449,1586.8,1123.09,47.7651,1092.77,1093.31,38.9291,442.38,1070.61,42.6381,515.569,-8.11777,18.6851,2304.43,226.816,38.67,781.173,446.858,22.5396,-157.868,-27.3797,35.2162,500.902,-753.462,15.3921,1132.19,-738.561,14.505,1772.6,-749.129,27.0396,,,
89,0,1347.76,-54.0528,25.5155,1617.87,392.627,26.8647,1586.86,1122.92,47.8944,1092.76,1093.31,38.9417,442.47,1070.57,42.6943,515.526,-8.1406,18.6643,2304.47,226.794,38.7129,781.172,446.873,22.5418,-157.926,-27.3995,35.2267,500.939,-753.444,15.3391,1132.18,-738.574,14.5245,1772.55,-749.12,27.0408,,,
90,0,1347.81,-54.0797,25.5939,1617.87,392.622,26.8525,1586.94,1122.98,47.998,1092.9,1093.22,38.9453,442.437,1070.56,42.7409,515.737,-7.92551,19.0932,2304.45,226.828,38.6908,781.184,446.86,22.5629,-157.922,-27.3239,35.2215,501.009,-753.406,15.4476,1132.14,-738.528,14.4648,1772.63,-749.156,27.0868,,,
91,0,1347.82,-54.0764,25.6385,1617.86,392.619,26.8746,1586.87,1122.96,47.9143,1092.77,1093.3,38.9291,442.458,1070.56,42.7574,515.543,-8.08417,18.6666,2304.43,226.81,38.7343,781.232,446.834,22.5088,-157.895,-27.3564,35.2059,500.798,-753.41,15.3299,1132.16,-738.54,14.523,1772.58,-749.12,27.1005,,,
92,0,1347.82,-54.0676,25.5573,1617.85,392.617,26.8574,1586.88,1122.94,47.9526,1092.82,1093.26,38.9374,442.441,1070.59,42.7698,515.539,-8.16982,18.6741,2304.45,226.821,38.7293,781.218,446.863,22.5373,-157.91,-27.3123,35.2419,500.731,-753.354,15.316,1132.16,-738.592,14.6148,1772.55,-749.151,27.0958,,,
93,0,1347.71,-54.0287,25.493,1617.86,392.634,26.8477,1586.93,1122.94,47.979,1092.79,1093.32,38.9028,442.493,1070.56,42.7516,515.678,-7.89892,19.071,2304.43,226.835,38.6861,781.158,446.913,22.5553,-157.972,-27.4211,35.1496,502.577,-753.647,16.1055,1132.18,-738.558,14.4738,1772.55,-749.178,27.0834,,,
94,0,1347.77,-54.0914,25.5434,1617.86,392.633,26.8374,1586.93,1122.93,47.9798,1092.86,1093.23,38.916,442.477,1070.58,42.761,515.631,-7.908,19.0492,2304.46,226.833,38.7003,781.207,446.872,22.5248,-158.286,-27.7067,34.7231,501.342,-753.557,15.5345,1132.21,-738.582,14.5492,1772.73,-748.987,26.9665,,,
95,0,1347.8,-54.0976,25.6295,1617.86,392.621,26.8594,1586.93,1122.9,47.9356,1092.8,1093.34,38.9402,442.426,1070.58,42.6744,515.654,-8.15275,18.7725,2304.48,226.805,38.7531,781.279,446.843,22.5597,-157.977,-27.4475,35.1961,501.225,-753.565,15.453,1132.19,-738.552,14.5446,1772.64,-749.125,27.0716,,,
96,0,1347.74,-54.0959,25.5189,1617.86,392.628,26.8823,1586.92,1122.91,48.0677,1092.88,1093.22,38.9998,442.505,1070.57,42.813,515.596,-8.16718,18.6359,2304.47,226.837,38.7614,781.338,446.814,22.5267,-158.008,-27.419,35.3689,502.552,-753.733,16.137,1132.17,-738.587,14.5795,1772.61,-749.093,27.0663,,,
97,0,1347.78,-54.0452,25.5381,1617.86,392.632,26.8764,1586.97,1122.91,48.0589,1092.85,1093.25,38.9966,442.409,1070.58,42.7236,515.556,-8.1662,18.7583,2304.46,226.802,38.7349,781.143,446.876,22.5655,-157.969,-27.5116,35.1318,502.49,-753.756,16.0744,1132.18,-738.571,14.5455,1772.61,-749.101,27.0591,,,
98,0,1347.79,-54.0681,25.5951,1617.87,392.622,26.8723,1586.93,1122.86,48.0294,1092.84,1093.27,38.918,442.436,1070.58,42.6741,515.716,-8.19537,18.7696,2304.45,226.834,38.7288,781.192,446.93,22.5049,-157.995,-27.4518,35.16,502.543,-753.712,16.0489,1132.21,-738.586,14.5664,1772.61,-749.095,27.0363,,,
99,0,1347.81,-54.0733,25.6092,1617.85,392.631,26.8527,1586.98,1122.86,47.9965,1092.75,1093.35,38.9276,442.423,1070.6,42.6969,515.701,-8.2122,18.6961,2304.44,226.783,38.6956,781.156,446.884,22.5117,-157.976,-27.455,35.2537,502.413,-753.73,16.0298,1132.19,-738.568,14.522,1772.59,-749.144,27.0558,,,
100,0,1347.78,-54.0349,25.546,1617.87,392.644,26.8458,1586.9,1122.89,47.9221,1092.85,1093.26,38.9324,442.318,1070.62,42.5548,515.587,-7.92281,19.0417,2304.42,226.828,38.6654,781.195,446.9,22.5055,-157.993,-27.4841,35.1602,502.611,-753.67,16.1704,1132.21,-738.546,14.5085,1772.55,-749.152,26.9825,,,
101,0,1347.73,-54.0754,25.4957,1617.86,392.624,26.8897,1586.95,1122.84,48.0505,1092.76,1093.32,39.0008,442.485,1070.56,42.7932,515.728,-7.91658,19.1129,2304.46,226.804,38.7803,781.215,446.883,22.5874,-157.972,-27.4644,35.2038,502.601,-753.698,16.0993,1132.17,-738.566,14.559,1772.59,-749.146,27.0662,,,
102,0,1347.75,-54.0796,25.5516,1617.87,392.617,26.8988,1586.98,1122.81,48.0821,1092.9,1093.21,39.0147,442.487,1070.55,42.7992,515.733,-7.79197,19.0485,2304.46,226.821,38.7473,781.181,446.909,22.5484,-157.969,-27.4521,35.2776,502.488,-753.721,16.1167,1132.2,-738.52,14.5523,1772.57,-749.13,27.1271,,,
103,0,1347.81,-54.0689,25.6264,1617.87,392.629,26.8543,1586.98,1122.85,48.0801,1092.86,1093.27,38.9486,442.443,1070.58,42.7378,515.68,-8.1819,18.7123,2304.51,226.831,38.7516,781.311,446.87,22.5174,-157.916,-27.4421,35.2014,502.569,-753.675,16.123,1132.18,-738.524,14.5147,1772.54,-749.175,27.0481,,,
104,0,1347.76,-54.0292,25.5576,1617.87,392.622,26.8662,1587,1122.88,48.0937,1092.77,1093.29,38.8916,442.412,1070.62,42.6763,515.721,-8.14308,18.6865,2304.47,226.845,38.7067,781.3,446.85,22.5044,-157.897,-27.4325,35.1993,502.562,-753.717,16.0876,1132.17,-738.625,14.5466,1772.55,-749.149,27.0676,,,
105,0,1347.76,-54.0878,25.5517,1617.87,392.629,26.8675,1586.94,1122.83,48.0075,1092.78,1093.3,38.94,442.414,1070.59,42.701,515.607,-8.09531,18.7127,2304.45,226.814,38.7163,781.198,446.863,22.5361,-157.959,-27.3925,35.2868,502.447,-753.727,16.0389,1132.19,-738.595,14.5688,1772.57,-749.164,27.1218,,,
106,0,1347.79,-54.1002,25.5701,1617.87,392.614,26.8633,1586.95,1122.84,48.0563,1092.8,1093.28,38.9576,442.406,1070.57,42.6729,515.645,-8.1533,18.688,2304.42,226.799,38.7147,781.2,446.888,22.4578,-157.857,-27.4445,35.265,502.637,-753.665,16.2392,1132.18,-738.564,14.5425,1772.52,-749.21,27.0995,,,
107,0,1347.79,-54.0536,25.5304,1617.86,392.625,26.8725,1586.96,1122.87,48.0701,1092.73,1093.34,38.9473,442.471,1070.58,42.766,515.538,-8.11655,18.6411,2304.47,226.825,38.7366,781.224,446.865,22.5749,-157.936,-27.4011,35.1929,502.537,-753.709,16.1166,1132.16,-738.554,14.4771,1772.5,-749.245,27.0853,,,
108,0,1347.8,-54.088,25.5839,1617.87,392.643,26.8644,1586.96,1122.85,48.0575,1092.83,1093.28,38.9357,442.295,1070.64,42.543,515.563,-7.86251,19.058,2304.46,226.789,38.7265,781.296,446.843,22.5581,-157.916,-27.3744,35.2078,502.496,-753.764,16.1071,1132.19,-738.549,14.5353,1772.45,-749.237,27.0809,,,
109,0,1347.84,-54.0849,25.6018,1617.86,392.632,26.8546,1587,1122.87,48.0897,1092.82,1093.29,38.9302,442.466,1070.57,42.7113,515.641,-8.13747,18.6618,2304.47,226.801,38.7424,781.249,446.932,22.5147,-157.883,-27.4226,35.2352,502.491,-753.757,16.0533,1132.17,-738.522,14.5106,1772.52,-749.212,27.1056,,,
110,0,1347.81,-54.0741,25.5961,1617.87,392.626,26.873,1586.98,1122.87,48.0435,1092.82,1093.28,38.8941,442.53,1070.57,42.8246,515.563,-8.14087,18.6668,2304.48,226.825,38.7513,781.197,446.833,22.5653,-158.017,-27.3963,35.3052,502.59,-753.694,16.099,1132.17,-738.576,14.5301,1772.49,-749.194,27.0969,,,
111,0,1347.8,-54.0861,25.5813,1617.86,392.624,26.8676,1586.96,1122.82,48.0257,1092.8,1093.29,38.9235,442.493,1070.55,42.759,515.765,-7.93805,19.1041,2304.46,226.829,38.7219,781.182,446.884,22.538,-158.009,-27.4034,35.2442,502.453,-753.75,16.0951,1132.18,-738.583,14.5753,1772.51,-749.219,27.0455,,,
112,0,1347.78,-54.087,25.6048,1617.86,392.636,26.8737,1587,1122.88,48.1176,1092.76,1093.31,38.9197,442.522,1070.55,42.8462,515.604,-8.10875,18.7826,2304.45,226.818,38.7021,781.247,446.833,22.5648,-157.914,-27.4349,35.2593,502.649,-753.673,16.1875,1132.17,-738.517,14.5142,1772.55,-749.184,27.0812,,,
113,0,1347.82,-54.0325,25.6246,1617.86,392.615,26.8649,1586.89,1122.91,47.9476,1092.89,1093.24,38.9282,442.509,1070.56,42.8029,515.56,-8.14098,18.7149,2304.46,226.81,38.7521,781.375,446.78,22.5137,-157.969,-27.4952,35.1947,502.545,-753.747,16.1696,1132.17,-738.612,14.5182,1772.53,-749.209,27.0826,,,
114,0,1347.78,-54.0758,25.5126,1617.87,392.649,26.8447,1586.98,1122.85,48.0483,1092.81,1093.31,38.9528,442.507,1070.56,42.7674,515.655,-7.92556,19.0394,2304.45,226.847,38.7064,781.241,446.883,22.5367,-157.874,-27.4063,35.286,502.421,-753.769,15.9676,1132.19,-738.566,14.5235,1772.53,-749.248,27.1198,,,
115,0,1347.74,-54.1085,25.5936,1617.86,392.639,26.8677,1586.73,1123.06,47.6715,1092.78,1093.33,38.9743,442.404,1070.57,42.6847,515.833,-7.8355,19.049,2304.48,226.839,38.7263,781.136,446.888,22.5057,-157.939,-27.3351,35.4092,502.468,-753.767,16.0433,1132.16,-738.55,14.5443,1772.48,-749.21,27.1018,,,
116,0,1347.72,-54.1176,25.5376,1617.86,392.627,26.8849,1586.89,1122.94,47.922,1092.7,1093.37,38.9652,442.449,1070.58,42.7437,515.583,-8.14611,18.6882,2304.5,226.827,38.7835,781.198,446.86,22.574,-157.951,-27.3857,35.4029,502.543,-753.68,16.0774,1132.21,-738.593,14.617,1772.49,-749.202,27.0809,,,
117,0,1347.78,-54.0981,25.5677,1617.85,392.635,26.8603,1586.88,1122.93,47.9117,1092.81,1093.29,38.9465,442.433,1070.59,42.6944,515.549,-7.92278,19.1147,2304.45,226.818,38.7006,781.274,446.852,22.5922,-157.931,-27.375,35.1769,502.371,-753.755,15.9802,1132.17,-738.601,14.5765,1772.51,-749.191,27.1164,,,
118,0,1347.82,-54.0872,25.5946,1617.88,392.622,26.866,1586.89,1122.95,47.9187,1092.78,1093.3,38.9543,442.42,1070.57,42.663,515.78,-7.86732,19.1742,2304.46,226.848,38.7091,781.118,446.857,22.5136,-157.881,-27.4072,35.2062,502.552,-753.698,16.0828,1132.16,-738.552,14.5129,1772.54,-749.192,27.091,,,
119,0,1347.79,-54.0755,25.5634,1617.88,392.633,26.8573,1586.7,1123.06,47.6544,1092.86,1093.24,38.9557,442.429,1070.56,42.7067,515.346,-8.07725,18.6793,2304.49,226.825,38.713,781.327,446.828,22.5579,-157.96,-27.4538,35.2469,502.578,-753.698,16.1124,1132.17,-738.622,14.5055,1772.52,-749.213,27.0444,,,
120,0,1347.82,-54.0836,25.6144,1617.86,392.631,26.8545,1586.87,1122.94,47.9516,1092.86,1093.27,38.9281,442.34,1070.62,42.5905,515.75,-7.8504,19.066,2304.48,226.835,38.735,781.197,446.899,22.5077,-157.9,-27.4026,35.2831,502.659,-753.661,16.2131,1132.13,-738.597,14.5125,1772.49,-749.188,27.1525,,,
121,0,1347.8,-54.0723,25.6215,1617.86,392.629,26.8679,1586.95,1122.96,48.0269,1092.88,1093.26,38.985,442.509,1070.55,42.7851,515.625,-8.18142,18.7078,2304.44,226.808,38.7044,781.177,446.904,22.5413,-157.933,-27.4051,35.3014,502.854,-753.571,16.3175,1132.18,-738.541,14.5505,1772.49,-749.194,27.104,,,
122,0,1347.75,-54.0715,25.5463,1617.86,392.625,26.8615,1586.89,1122.92,47.8874,1092.77,1093.33,38.9563,442.401,1070.6,42.6559,515.599,-7.93126,19.0971,2304.44,226.819,38.7279,781.158,446.886,22.5374,-157.935,-27.3764,35.2648,502.55,-753.731,16.1219,1132.17,-738.598,14.5368,1772.48,-749.209,27.0793,,,
123,0,1347.77,-54.099,25.541,1617.86,392.643,26.8464,1586.89,1122.92,47.9039,1092.83,1093.27,38.9446,442.503,1070.55,42.7684,515.618,-8.16175,18.6755,2304.42,226.792,38.7247,781.239,446.861,22.4938,-157.914,-27.481,35.1971,502.394,-753.766,16.0246,1132.18,-738.56,14.5287,1772.49,-749.217,27.105,,,
124,0,1347.82,-54.0569,25.5757,1617.85,392.621,26.8472,1586.89,1122.94,47.9234,1092.78,1093.33,38.9548,442.484,1070.56,42.7389,515.676,-7.87874,19.1098,2304.47,226.8,38.7403,781.163,446.849,22.5071,-157.934,-27.4343,35.1207,502.648,-753.716,16.149,1132.19,-738.586,14.5955,1772.52,-749.19,27.0917,,,
125,0,1347.81,-54.0553,25.6288,1617.85,392.613,26.8603,1586.91,1122.91,47.9345,1092.72,1093.36,38.9842,442.485,1070.56,42.785,515.549,-8.16722,18.668,2304.47,226.803,38.7711,781.222,446.862,22.5431,-157.952,-27.4283,35.3479,502.604,-753.645,16.2042,1132.17,-738.539,14.4975,1772.79,-749.005,27.0653,,,
126,0,1347.81,-54.0895,25.6239,1617.86,392.63,26.8758,1586.87,1122.93,47.9602,1092.83,1093.22,38.9537,442.494,1070.56,42.7687,515.678,-7.89559,19.132,2304.48,226.815,38.759,781.298,446.796,22.5501,-157.889,-27.3563,35.1702,502.461,-753.738,16.0066,1132.16,-738.63,14.5431,1772.61,-749.121,27.0632,,,
127,0,1347.79,-54.071,25.568,1617.86,392.647,26.8445,1586.73,1123.08,47.6978,1092.81,1093.29,38.9496,442.411,1070.57,42.6733,515.572,-8.18507,18.7037,2304.42,226.808,38.7105,781.146,446.885,22.5215,-157.929,-27.3237,35.3079,502.486,-753.703,16.0538,1132.16,-738.547,14.5014,1772.68,-749.104,27.1209,,,
128,0,1347.77,-54.0786,25.6289,1617.86,392.613,26.854,1586.95,1122.94,47.9731,1092.78,1093.32,38.9432,442.448,1070.6,42.7147,515.577,-8.16391,18.6652,2304.45,226.839,38.6903,781.253,446.793,22.5658,-158.28,-27.7843,34.6861,502.641,-753.72,16.1349,1132.17,-738.616,14.5496,1772.62,-749.076,27.022,,,
129,0,1347.77,-54.1097,25.587,1617.86,392.623,26.8654,1586.88,1122.96,47.9165,1092.75,1093.33,38.9761,442.453,1070.59,42.7273,515.635,-8.12831,18.6003,2304.47,226.821,38.732,781.191,446.913,22.4923,-157.955,-27.4636,35.179,502.633,-753.685,16.1935,1132.17,-738.553,14.5097,1772.65,-749.1,27.0851,,,
130,0,1347.79,-54.0685,25.6118,1617.85,392.646,26.8466,1586.91,1122.94,47.9075,1092.88,1093.25,38.9694,442.386,1070.64,42.7087,515.601,-8.16767,18.7715,2304.46,226.755,38.7448,781.178,446.884,22.5213,-157.967,-27.5133,35.061,502.567,-753.751,16.1421,1132.2,-738.563,14.5813,1772.57,-749.111,27.0103,,,
131,0,1347.86,-54.0721,25.6332,1617.86,392.628,26.8696,1586.94,1122.94,48.0098,1092.81,1093.27,38.9442,442.402,1070.56,42.6587,515.936,-7.93967,19.1227,2304.45,226.825,38.7202,781.323,446.814,22.5797,-158.31,-27.7786,34.727,502.394,-753.732,15.9818,1132.14,-738.606,14.5456,1772.76,-749.009,27.0675,,,
132,0,1347.79,-54.0954,25.6109,1617.86,392.626,26.8624,1586.88,1122.92,47.9299,1092.83,1093.28,38.9218,442.473,1070.59,42.7495,515.463,-7.95035,19.1173,2304.45,226.83,38.7057,781.183,446.885,22.5039,-157.974,-27.5042,35.2106,502.371,-753.799,16.0325,1132.21,-738.522,14.5058,1772.64,-749.088,27.1199,,,
133,0,1347.79,-54.0736,25.577,1617.86,392.636,26.8488,1586.91,1122.92,47.9163,1092.86,1093.28,38.9407,442.42,1070.59,42.676,515.52,-8.10958,18.7225,2304.45,226.81,38.7072,781.229,446.87,22.5254,-157.958,-27.4688,35.231,502.43,-753.785,16.0303,1132.19,-738.547,14.5257,1772.74,-748.988,26.988,,,
134,0,1347.78,-54.0748,25.5684,1617.86,392.645,26.8652,1586.93,1122.89,47.9803,1092.74,1093.33,38.9454,442.453,1070.57,42.6711,515.883,-7.95881,19.2101,2304.46,226.827,38.7015,781.146,446.853,22.5489,-157.966,-27.4944,35.0642,502.539,-753.727,16.1461,1132.19,-738.547,14.5423,1772.59,-749.112,27.0214,,,
135,0,1347.78,-54.078,25.5847,1617.84,392.633,26.8611,1586.93,1122.9,47.9555,1092.79,1093.31,38.9579,442.352,1070.62,42.6267,515.608,-7.90969,18.9573,2304.47,226.834,38.7242,781.182,446.935,22.5439,-158.316,-27.773,34.6894,502.533,-753.735,16.0782,1132.16,-738.556,14.559,1772.56,-749.092,26.9793,,,
136,0,1347.77,-54.0776,25.5633,1617.86,392.641,26.8636,1586.98,1122.9,48.0549,1092.76,1093.33,38.9605,442.413,1070.61,42.6854,515.772,-7.92515,19.1691,2304.48,226.829,38.757,781.157,446.883,22.5431,-157.998,-27.4699,35.2925,502.574,-753.756,16.1378,1132.09,-738.544,14.4045,1772.64,-749.085,27.1024,,,
137,0,1347.78,-54.0818,25.5471,1617.86,392.627,26.8664,1586.95,1122.92,48.0438,1092.8,1093.3,38.9083,442.492,1070.58,42.7822,515.556,-8.14826,18.7058,2304.41,226.798,38.6907,781.221,446.854,22.535,-158.017,-27.4197,35.1563,502.497,-753.776,16.0997,1132.15,-738.633,14.5509,1772.65,-749.106,27.0714,,,
138,0,1347.79,-54.1077,25.5735,1617.88,392.627,26.8651,1586.99,1122.89,48.0605,1092.86,1093.26,38.9671,442.471,1070.56,42.7475,516.072,-7.60482,19.4288,2304.48,226.822,38.7114,781.216,446.906,22.5599,-157.908,-27.4776,35.1985,502.701,-753.656,16.1462,1132.19,-738.583,14.5718,1772.57,-749.108,27.0545,,,
139,0,1347.76,-54.054,25.5316,1617.86,392.635,26.8614,1586.99,1122.88,48.0818,1092.88,1093.24,38.9545,442.529,1070.57,42.8102,515.505,-8.12541,18.6392,2304.47,226.8,38.727,781.178,446.929,22.4992,-157.909,-27.464,35.2239,502.647,-753.672,16.0665,1132.17,-738.534,14.5075,1772.61,-749.12,27.0791,,,
140,0,1347.81,-54.041,25.6101,1617.86,392.641,26.8568,1586.96,1122.87,48.0528,1092.83,1093.28,38.9522,442.411,1070.6,42.6816,515.604,-8.19497,18.6698,2304.49,226.832,38.774,781.257,446.875,22.5609,-157.947,-27.4512,35.2852,502.567,-753.732,16.2213,1132.19,-738.539,14.5083,1772.56,-749.121,27.0651,,,
141,0,1347.8,-54.0428,25.5755,1617.85,392.637,26.8628,1587.02,1122.86,48.1161,1092.82,1093.29,38.9494,442.366,1070.59,42.7006,515.572,-8.18223,18.6842,2304.44,226.802,38.7305,781.295,446.858,22.5864,-158.007,-27.4339,35.2719,502.373,-753.729,15.9707,1132.25,-738.535,14.6913,1772.53,-749.174,27.0682,,,
142,0,1347.83,-54.0871,25.6068,1617.86,392.617,26.8714,1586.92,1122.91,47.9818,1092.82,1093.3,38.9435,442.369,1070.61,42.6549,515.598,-8.1919,18.7741,2304.42,226.787,38.7252,781.21,446.86,22.5451,-157.992,-27.4522,35.4441,502.461,-753.723,16.0105,1132.22,-738.578,14.6185,1772.56,-749.175,27.0608,,,
143,0,1347.83,-54.0795,25.6012,1617.86,392.635,26.8635,1586.73,1123.07,47.6642,1092.85,1093.26,38.9373,442.394,1070.61,42.6232,515.679,-8.17612,18.7003,2304.46,226.843,38.7001,781.159,446.864,22.5125,-158.182,-27.7556,34.6458,502.723,-753.651,16.2425,1132.2,-738.538,14.5115,1772.58,-749.146,27.0706,,,
144,0,1347.78,-54.0861,25.5814,1617.87,392.622,26.8603,1586.72,1123.07,47.6602,1092.76,1093.33,38.9619,442.486,1070.59,42.7449,515.588,-8.17039,18.7288,2304.44,226.827,38.7012,781.289,446.776,22.6189,-157.976,-27.5032,35.0809,502.588,-753.757,16.1615,1132.18,-738.541,14.5066,1772.53,-749.13,27.0512,,,
145,0,1347.88,-54.0321,25.6615,1617.85,392.64,26.868,1586.86,1122.92,47.9088,1092.78,1093.3,38.9297,442.537,1070.58,42.8613,515.605,-8.23095,18.6586,2304.45,226.815,38.7214,781.206,446.866,22.5995,-158.028,-27.4462,35.3389,502.573,-753.751,16.0987,1132.18,-738.497,14.5159,1772.53,-749.154,27.0728,,,
146,0,1347.78,-54.0855,25.5767,1617.87,392.621,26.8912,1586.73,1123.08,47.6781,1092.81,1093.32,38.9652,442.395,1070.6,42.6652,515.726,-7.93185,19.0409,2304.45,226.842,38.7397,781.219,446.877,22.5336,-157.971,-27.4657,35.2373,502.48,-753.777,16.0962,1132.19,-738.565,14.5654,1772.75,-748.978,27.0372,,,
