Objects
100
,,Global Angle quackgpt:quackgpt,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
270,0,-0.00622152,-0.00351238,0.0498347,1305.37,-408.198,143.585
271,0,-0.00794746,-0.00290611,0.0502484,1305.39,-408.21,143.635
272,0,-0.00670644,-0.00384976,0.0498506,1305.38,-408.182,143.609
273,0,-0.00814957,-0.00300107,0.0502662,1305.39,-408.208,143.634
274,0,-0.00798377,-0.00298122,0.0502156,1305.4,-408.199,143.631
275,0,-0.00765177,-0.00291135,0.0502505,1305.39,-408.209,143.63
276,0,-0.00683353,-0.00276685,0.0498898,1305.36,-408.266,143.614
277,0,-0.00672524,-0.00367045,0.0499283,1305.38,-408.196,143.611
278,0,-0.00591282,-0.00395667,0.0497221,1305.37,-408.18,143.591
279,0,-0.00662573,-0.00382249,0.049767,1305.39,-408.177,143.602
280,0,-0.00674544,-0.00374844,0.0498043,1305.38,-408.193,143.612
281,0,-0.00804151,-0.00297539,0.0503821,1305.4,-408.201,143.641
282,0,-0.00620069,-0.00408109,0.0495858,1305.38,-408.21,143.599
283,0,-0.00671255,-0.00395694,0.0498402,1305.4,-408.181,143.613
284,0,-0.00861225,-0.00307939,0.050186,1305.4,-408.187,143.634
285,0,-0.00678378,-0.00304206,0.0497837,1305.37,-408.262,143.616
286,0,-0.00635536,-0.00359084,0.0499003,1305.39,-408.191,143.616
287,0,-0.00646845,-0.00389753,0.0497874,1305.38,-408.189,143.609
288,0,-0.00634011,-0.00397153,0.0497057,1305.38,-408.18,143.616
289,0,-0.00677528,-0.00398941,0.049784,1305.38,-408.189,143.601
290,0,-0.0069001,-0.00404802,0.0497871,1305.39,-408.194,143.625
291,0,-0.00651625,-0.00377678,0.0499049,1305.37,-408.201,143.584
292,0,-0.00677225,-0.00379061,0.0498,1305.37,-408.2,143.596
293,0,-0.00837233,-0.00309231,0.0503737,1305.41,-408.201,143.65
294,0,-0.00618082,-0.00428168,0.0495795,1305.38,-408.196,143.59
295,0,-0.00796171,-0.00325278,0.0501686,1305.39,-408.2,143.636
296,0,-0.00732798,-0.00289162,0.050111,1305.38,-408.198,143.618
297,0,-0.00663127,-0.00390116,0.0498221,1305.39,-408.192,143.618
298,0,-0.00732394,-0.0029853,0.0497585,1305.37,-408.257,143.598
299,0,-0.00690694,-0.00381834,0.04988,1305.38,-408.19,143.608
300,0,-0.00846672,-0.00318202,0.0501214,1305.39,-408.212,143.639
301,0,-0.00661073,-0.00377685,0.0497688,1305.38,-408.201,143.59
302,0,-0.00620655,-0.0036389,0.049584,1305.36,-408.247,143.568
303,0,-0.00661776,-0.00373648,0.050006,1305.37,-408.182,143.579
304,0,-0.00802696,-0.0030105,0.0502233,1305.38,-408.202,143.614
305,0,-0.0068614,-0.00392507,0.0499038,1305.39,-408.2,143.63
306,0,-0.0069705,-0.00394769,0.0497709,1305.38,-408.206,143.628
307,0,-0.0062482,-0.00393203,0.0497661,1305.37,-408.189,143.599
308,0,-0.0067603,-0.0036662,0.0499671,1305.39,-408.181,143.605
309,0,-0.00552901,-0.00362372,0.0494024,1305.36,-408.248,143.574
310,0,-0.00781183,-0.00281905,0.0502809,1305.39,-408.213,143.634
311,0,-0.00790406,-0.00291682,0.0504442,1305.38,-408.222,143.621
312,0,-0.00785634,-0.00311928,0.0501118,1305.39,-408.203,143.627
313,0,-0.00718926,-0.00380798,0.0500129,1305.39,-408.179,143.604
314,0,-0.00907526,-0.00449256,0.0512143,1305.35,-408.228,143.567
315,0,-0.00872286,-0.0027862,0.0504177,1305.39,-408.211,143.654
316,0,-0.00586526,-0.00392241,0.0493678,1305.35,-408.252,143.569
317,0,-0.00670024,-0.00381842,0.0498212,1305.38,-408.188,143.604
318,0,-0.0067343,-0.00397634,0.0499006,1305.37,-408.188,143.58
319,0,-0.0085633,-0.00320383,0.0504451,1305.39,-408.197,143.64
