Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
6424,0,1347.76,-54.0456,25.6095,436.664,1087.76,17.361,1067.95,1100.47,21.0218,2284.36,228.699,28.84,1617.88,392.639,26.9531,781.52,447.114,23.1088,516.916,-7.98165,18.4532,1132.2,-738.364,14.73,1565.07,1103.6,24.4727,1772.61,-749.07,27.2364,502.788,-753.679,16.3644,-155.481,8.58428,19.418
6425,0,1347.79,-54.0768,25.7136,436.755,1087.81,17.1109,1067.98,1100.47,21.0345,2284.35,228.71,28.8359,1617.87,392.631,26.951,781.27,447.165,23.088,517.046,-8.1503,18.4224,1132.28,-738.376,14.736,1565.07,1103.64,24.4619,1772.57,-749.072,27.2256,502.818,-753.598,16.4076,-155.432,8.58138,19.5814
6426,0,1347.81,-54.0879,25.6861,437.276,1087.46,17.663,1068.76,1099.91,21.2126,2284.34,228.712,28.8383,1617.87,392.648,26.9393,781.411,447.114,23.0654,516.904,-8.01468,18.3689,1132.17,-738.383,14.6978,1565.06,1103.64,24.4688,1772.52,-749.11,27.1403,502.711,-753.664,16.3343,-155.363,8.63489,19.5586
6427,0,1347.79,-54.0732,25.6489,436.754,1087.78,17.1152,1067.93,1100.49,21.0063,2284.38,228.727,28.8314,1617.87,392.637,26.953,781.33,447.166,23.0555,516.991,-8.08049,18.4797,1132.16,-738.368,14.6337,1565.05,1103.63,24.4476,1772.54,-749.127,27.1834,502.592,-753.693,16.2358,-155.45,8.59064,19.5133
6428,0,1347.8,-54.0819,25.6607,437.312,1087.34,17.6965,1067.96,1100.46,20.9951,2284.36,228.717,28.8438,1617.87,392.648,26.9502,781.444,447.1,23.026,517.139,-8.11648,18.46,1132.19,-738.344,14.64,1565.07,1103.61,24.4739,1772.5,-749.123,27.1737,502.66,-753.663,16.3609,-155.432,8.55909,19.5278
6429,0,1347.8,-54.0885,25.6766,437.304,1087.35,17.6966,1067.94,1100.48,21.0205,2284.41,228.735,28.9025,1617.87,392.619,26.9613,781.337,447.129,23.0228,517.007,-7.96226,18.3815,1132.19,-738.395,14.713,1565.07,1103.63,24.4729,1772.52,-749.109,27.2386,502.646,-753.663,16.2897,-155.396,8.57187,19.4827
6430,0,1347.73,-54.085,25.581,437.293,1087.43,17.6526,1067.97,1100.46,21.033,2284.33,228.705,28.8384,1617.88,392.631,26.9449,781.354,447.123,23.0687,516.924,-8.01238,18.3372,1132.15,-738.386,14.6696,1565.06,1103.62,24.4607,1772.51,-749.128,27.218,502.431,-753.747,16.1446,-155.357,8.60432,19.592
6431,0,1347.79,-54.0615,25.6577,437.352,1087.33,17.7126,1067.98,1100.47,21.0295,2284.35,228.722,28.8449,1617.88,392.64,26.9432,781.399,447.08,23.052,517.002,-8.0793,18.4096,1132.19,-738.378,14.7153,1565.06,1103.64,24.4549,1772.78,-748.916,27.182,502.696,-753.675,16.3019,-155.647,9.21041,19.3102
6432,0,1347.77,-54.0775,25.6224,437.407,1087.25,17.7266,1067.98,1100.49,21.024,2284.36,228.709,28.8334,1617.88,392.633,26.9412,781.518,447.048,22.9821,517.073,-8.1011,18.3705,1132.22,-738.369,14.6874,1565.05,1103.61,24.4472,1772.59,-749.032,27.1497,502.677,-753.63,16.3109,-155.469,8.6177,19.3584
6433,0,1347.79,-54.0678,25.6795,437.403,1087.34,17.7656,1068.72,1099.91,21.2133,2284.34,228.726,28.8191,1617.88,392.657,26.9684,781.285,447.117,23.0531,516.946,-7.99223,18.4283,1132.17,-738.357,14.6657,1565.02,1103.64,24.4445,1772.61,-749.049,27.1754,502.769,-753.596,16.3833,-155.475,8.63978,19.6908
6434,0,1347.8,-54.0904,25.6821,436.758,1087.79,17.131,1067.97,1100.46,21.0226,2284.36,228.726,28.8416,1617.88,392.633,26.9613,781.361,447.153,23.0896,516.982,-8.02589,18.46,1132.24,-738.333,14.773,1565.06,1103.61,24.4707,1772.59,-749.057,27.1965,502.654,-753.625,16.2967,-155.42,8.61274,19.4813
6435,0,1347.77,-54.0873,25.6744,436.619,1087.76,17.3392,1067.92,1100.5,20.9731,2284.36,228.717,28.865,1617.88,392.63,26.9578,781.331,447.148,23.0282,516.948,-8.02229,18.3978,1132.19,-738.393,14.6899,1565.05,1103.63,24.4739,1772.59,-749.046,27.2121,501.537,-753.588,15.7742,-155.385,8.61925,19.536
6436,0,1347.81,-54.0826,25.659,436.673,1087.71,17.3426,1067.92,1100.49,20.9787,2284.38,228.732,28.8512,1617.89,392.623,26.9514,781.312,447.111,23.0128,517.016,-8.08658,18.4829,1132.2,-738.354,14.7102,1565.02,1103.62,24.4292,1772.56,-749.083,27.1456,502.584,-753.702,16.1873,-155.368,8.63882,19.6345
6437,0,1347.76,-54.0961,25.6599,436.629,1087.8,17.3001,1068.72,1099.91,21.2226,2284.38,228.713,28.8672,1617.89,392.634,26.9516,781.294,447.157,23.0043,516.953,-8.0047,18.3311,1132.23,-738.379,14.7507,1565.04,1103.63,24.4287,1772.58,-749.104,27.1928,502.65,-753.629,16.2865,-155.426,8.57709,19.6188
6438,0,1347.74,-54.1085,25.6666,436.619,1087.72,17.3559,1068.69,1099.93,21.1906,2284.38,228.737,28.8766,1617.87,392.638,26.9378,781.289,447.153,22.9748,517.045,-8.06211,18.4251,1132.15,-738.401,14.6362,1565.03,1103.63,24.4158,1772.56,-749.09,27.199,502.642,-753.696,16.272,-155.525,8.56398,19.5014
6439,0,1347.8,-54.0757,25.6796,437.333,1087.35,17.7309,1067.95,1100.46,21.0379,2284.35,228.729,28.8554,1617.87,392.622,26.9479,781.376,447.11,22.9756,517.084,-8.08554,18.5326,1132.18,-738.338,14.6312,1565.07,1103.6,24.4535,1772.53,-749.086,27.1861,502.542,-753.699,16.1969,-155.716,9.14789,19.473
6440,0,1347.79,-54.0884,25.6548,437.412,1087.3,17.7621,1067.93,1100.47,21.0238,2284.35,228.615,28.672,1617.9,392.64,26.9858,781.291,447.116,23.0651,516.967,-8.00413,18.4032,1132.25,-738.339,14.7641,1565.03,1103.61,24.4685,1772.49,-749.104,27.1775,502.842,-753.567,16.4061,-155.439,8.60372,19.4453
6441,0,1347.79,-54.0593,25.634,437.481,1087.25,17.8532,1068.79,1099.87,21.2273,2284.34,228.695,28.7824,1617.87,392.635,26.9473,781.304,447.138,23.0442,517.013,-8.01894,18.3892,1132.27,-738.339,14.7552,1565.06,1103.62,24.4854,1772.54,-749.117,27.2162,502.803,-753.576,16.3507,-155.393,8.62766,19.3927
6442,0,1347.8,-54.0899,25.676,436.835,1087.58,17.5082,1067.92,1100.53,21.0139,2284.37,228.689,28.8121,1617.87,392.643,26.9467,781.402,447.119,23.0563,517.07,-8.07811,18.416,1132.18,-738.373,14.7062,1565.08,1103.61,24.458,1772.52,-749.132,27.1806,502.887,-753.601,16.4594,-155.392,8.61789,19.3002
6443,0,1347.75,-54.0869,25.6498,436.859,1087.59,17.5495,1067.94,1100.49,20.9978,2284.36,228.682,28.8346,1617.88,392.643,26.9396,781.415,447.066,23.0704,516.901,-8.01619,18.3653,1132.18,-738.354,14.6945,1565.05,1103.63,24.4538,1772.52,-749.143,27.2264,502.678,-753.634,16.2468,-155.324,8.6244,19.6285
6444,0,1347.77,-54.0759,25.6226,437.45,1087.31,17.854,1067.95,1100.47,21.0372,2284.36,228.71,28.7987,1617.88,392.637,26.9296,781.391,447.107,22.9478,516.956,-7.98832,18.4133,1132.2,-738.398,14.6748,1565.05,1103.62,24.4507,1772.45,-749.168,27.1873,502.711,-753.618,16.323,-155.475,8.5813,19.6504
6445,0,1347.85,-54.0003,25.6814,437.598,1087.22,17.925,1067.93,1100.52,20.9899,2284.36,228.701,28.81,1617.87,392.635,26.9616,781.512,447.042,23.0435,517.057,-8.02993,18.4349,1132.2,-738.368,14.6573,1565,1103.63,24.4261,1772.53,-749.158,27.2582,502.777,-753.579,16.3821,-155.403,8.62785,19.5218
6446,0,1347.8,-54.0805,25.6595,437.728,1087.01,18.0152,1067.93,1100.52,20.9989,2284.36,228.683,28.8275,1617.87,392.639,26.9314,781.391,447.156,23.0537,516.955,-8.01,18.3813,1132.23,-738.397,14.7397,1565.04,1103.63,24.4373,1772.45,-749.151,27.2382,502.763,-753.654,16.3596,-155.348,8.56095,19.5748
6447,0,1347.72,-54.0626,25.6245,437.764,1087.03,18.0894,1067.96,1100.49,21.0179,2284.36,228.688,28.8379,1617.88,392.645,26.9757,781.379,447.112,22.9556,517.091,-8.09945,18.4413,1132.25,-738.388,14.7356,1565.05,1103.63,24.4793,1772.71,-748.966,27.1227,502.509,-753.733,16.1729,-155.37,8.60876,19.5149
6448,0,1347.78,-54.0614,25.6135,437.699,1087.01,17.9658,1067.95,1100.48,21.025,2284.36,228.71,28.8152,1617.87,392.643,26.9435,781.302,447.15,23.0008,516.876,-8.00542,18.4642,1132.24,-738.348,14.7607,1565.06,1103.61,24.4817,1772.55,-749.04,27.143,501.481,-753.595,15.7209,-155.451,8.61702,19.4584
6449,0,1347.77,-54.0789,25.6479,438.12,1086.69,18.2467,1067.91,1100.52,20.9577,2284.33,228.693,28.8171,1617.88,392.648,26.9509,781.467,447.053,22.9386,516.909,-8.00441,18.4274,1132.22,-738.36,14.7221,1565.06,1103.67,24.4768,1772.57,-749.055,27.1252,502.738,-753.562,16.3669,-155.44,8.58428,19.5657
6450,0,1347.78,-54.056,25.6285,437.599,1087.19,18.0011,1067.96,1100.42,21.008,2284.37,228.711,28.8604,1617.86,392.639,26.9348,781.34,447.133,23.0318,516.997,-8.02561,18.4393,1132.21,-738.362,14.7344,1565.05,1103.63,24.4371,1772.7,-748.92,27.1107,501.335,-753.545,15.6197,-155.422,8.59582,19.6154
6451,0,1347.79,-54.0978,25.6634,437.802,1087.08,18.1592,1067.94,1100.46,21.0067,2284.33,228.689,28.8116,1617.87,392.625,26.9443,781.575,447.034,23.0637,517.118,-8.07171,18.4536,1132.2,-738.39,14.6992,1565.07,1103.64,24.4689,1772.57,-749.032,27.2006,502.625,-753.698,16.3101,-155.496,8.5864,19.4939
6452,0,1347.78,-54.0504,25.6192,437.567,1087.22,17.9714,1068.74,1099.89,21.2001,2284.34,228.72,28.8235,1617.89,392.626,26.9548,781.392,447.072,23.0096,517.156,-8.08404,18.4725,1132.19,-738.376,14.6911,1565.05,1103.63,24.4431,1772.58,-749.095,27.1653,502.669,-753.615,16.2792,-155.412,8.58792,19.5275
6453,0,1347.73,-54.0331,25.5988,437.147,1087.32,17.6811,1067.93,1100.49,21.0272,2284.36,228.727,28.8462,1617.87,392.634,26.9455,781.404,447.14,23.0637,517.009,-8.01283,18.4146,1132.2,-738.336,14.6299,1565.1,1103.63,24.468,1772.56,-748.999,27.1986,502.51,-753.668,16.1245,-155.418,8.6124,19.4766
6454,0,1347.78,-54.0528,25.6162,437.579,1087.23,17.9685,1068.76,1099.86,21.2195,2284.35,228.717,28.8277,1617.87,392.647,26.9441,781.378,447.119,22.9794,516.976,-8.00785,18.3778,1132.16,-738.399,14.6772,1565.03,1103.63,24.4345,1772.59,-749.064,27.19,502.522,-753.712,16.1448,-155.423,8.62553,19.5418
6455,0,1347.79,-54.1121,25.6735,438.112,1086.85,18.2596,1067.97,1100.46,21.0137,2284.39,228.724,28.8393,1617.88,392.645,26.9444,781.284,447.147,23.0358,517.016,-8.03139,18.423,1132.16,-738.403,14.6488,1565.04,1103.6,24.4336,1772.58,-749.077,27.2105,502.734,-753.593,16.4344,-155.45,8.59722,19.4905
6456,0,1347.8,-54.0846,25.6519,437.527,1087.27,17.9761,1067.96,1100.5,21.0115,2284.33,228.72,28.8402,1617.87,392.643,26.9487,781.359,447.115,23.0499,516.778,-7.90598,18.466,1132.19,-738.358,14.7048,1565.05,1103.62,24.4623,1772.61,-749.073,27.2206,502.803,-753.51,16.4074,-155.366,8.59016,19.3662
6457,0,1347.78,-54.1035,25.6557,437.655,1087.14,17.9309,1068.79,1099.84,21.2287,2284.36,228.722,28.8426,1617.86,392.63,26.9368,781.347,447.1,23.0171,516.994,-8.10907,18.4248,1132.17,-738.406,14.6152,1565.03,1103.62,24.4245,1772.55,-749.114,27.1724,502.644,-753.641,16.2579,-155.416,8.5895,19.4798
6458,0,1347.81,-54.0574,25.6915,436.1,1088.08,16.7996,1067.95,1100.47,21.022,2284.34,228.712,28.8352,1617.88,392.637,26.9317,781.343,447.14,23.026,517.135,-8.09033,18.4715,1132.26,-738.375,14.7325,1565.04,1103.64,24.4555,1772.56,-749.089,27.2049,502.77,-753.611,16.3939,-155.435,8.57057,19.5006
6459,0,1347.77,-54.0796,25.6356,436.774,1087.8,17.1016,1067.97,1100.46,21.028,2284.33,228.709,28.8401,1617.88,392.642,26.9592,781.248,447.172,23.0277,517.038,-8.02541,18.4464,1132.19,-738.321,14.6329,1565.03,1103.62,24.4587,1772.5,-749.096,27.1672,502.71,-753.621,16.3145,-155.424,8.6029,19.4999
6460,0,1347.81,-54.084,25.6895,436.623,1087.73,17.3049,1067.92,1100.51,21.0127,2284.32,228.696,28.8372,1617.88,392.637,26.9567,781.253,447.156,23.0735,516.916,-7.98376,18.4559,1132.15,-738.384,14.6682,1565.06,1103.6,24.4588,1772.52,-749.136,27.2152,501.6,-753.612,15.8134,-155.457,8.57127,19.4728
6461,0,1347.84,-54.0718,25.7052,437.319,1087.33,17.6736,1067.93,1100.47,20.9924,2284.34,228.708,28.8439,1617.88,392.63,26.9511,781.28,447.168,22.9996,516.888,-8.01324,18.3112,1132.18,-738.407,14.6766,1565.1,1103.6,24.4848,1772.51,-749.124,27.213,502.825,-753.811,16.4965,-155.405,8.59353,19.4349
6462,0,1347.83,-54.0616,25.6918,437.286,1087.38,17.6399,1067.96,1100.47,21.0189,2284.37,228.709,28.8365,1617.86,392.626,26.9292,781.337,447.128,22.9901,516.956,-8.03227,18.4644,1132.19,-738.387,14.6571,1565.04,1103.62,24.4106,1772.53,-749.151,27.2236,502.559,-753.73,16.1665,-155.422,8.57083,19.5381
6463,0,1347.79,-54.1001,25.6747,436.641,1087.74,17.3787,1067.91,1100.53,20.993,2284.36,228.712,28.8501,1617.88,392.644,26.9479,781.385,447.101,23.0423,516.947,-8.05768,18.4661,1132.15,-738.413,14.6363,1565.04,1103.62,24.4489,1772.48,-749.199,27.1969,502.66,-753.648,16.2868,-155.692,9.18978,19.3533
6464,0,1347.75,-54.0131,25.6054,436.707,1087.67,17.3948,1068.75,1099.89,21.217,2284.37,228.729,28.8557,1617.88,392.649,26.9663,781.387,447.082,23.0386,516.819,-7.95662,18.3868,1132.21,-738.385,14.7203,1565.03,1103.62,24.4398,1772.47,-749.183,27.2511,502.674,-753.664,16.2744,-155.439,8.57605,19.53
6465,0,1347.78,-54.1016,25.6638,437.408,1087.29,17.7643,1068.68,1099.93,21.2187,2284.33,228.708,28.8444,1617.88,392.635,26.9668,781.287,447.16,23.1015,517.038,-8.05995,18.4533,1132.2,-738.376,14.6455,1565.04,1103.64,24.4473,1772.48,-749.172,27.2365,502.496,-753.694,16.1581,-155.467,8.54379,19.5816
6466,0,1347.77,-54.013,25.6168,437.43,1087.27,17.835,1067.92,1100.5,21.0096,2284.33,228.692,28.8444,1617.88,392.631,26.9554,781.406,447.063,22.9878,517.081,-8.03672,18.4625,1132.19,-738.413,14.6609,1565.03,1103.63,24.4586,1772.5,-749.16,27.2497,502.609,-753.682,16.2838,-155.44,8.5873,19.511
6467,0,1347.81,-54.0975,25.6703,437.728,1087.04,18.0229,1067.95,1100.5,21.0138,2284.37,228.721,28.8548,1617.88,392.645,26.9723,781.32,447.152,23.0231,517.024,-8.02717,18.4663,1132.15,-738.402,14.6708,1565.04,1103.63,24.4585,1772.45,-749.181,27.2108,502.48,-753.725,16.1769,-155.406,8.61114,19.452
6468,0,1347.79,-54.0726,25.6478,436.831,1087.55,17.5108,1068.74,1099.88,21.1839,2284.41,228.733,28.8696,1617.88,392.628,26.9507,781.254,447.165,23.0091,517.058,-8.08875,18.4746,1132.17,-738.375,14.6485,1565.08,1103.6,24.4735,1772.49,-749.184,27.2169,502.452,-753.738,16.1921,-155.375,8.6051,19.5207
6469,0,1347.8,-54.075,25.658,437.521,1087.2,17.8667,1068.77,1099.88,21.2218,2284.34,228.693,28.8314,1617.87,392.639,26.9572,781.37,447.111,22.9961,516.905,-7.99146,18.4047,1132.16,-738.336,14.6145,1565.07,1103.62,24.4898,1772.47,-749.132,27.1614,502.888,-753.584,16.4573,-155.362,8.63229,19.4978
6470,0,1347.77,-54.0821,25.6414,436.957,1087.52,17.6482,1067.94,1100.49,20.9878,2284.35,228.723,28.8606,1617.88,392.646,26.9577,781.384,447.089,23.0569,516.966,-7.99048,18.3561,1132.14,-738.398,14.6366,1565.04,1103.62,24.4396,1772.46,-749.107,27.2149,502.461,-753.767,16.1356,-155.416,8.60296,19.5942
6471,0,1347.72,-54.1462,25.7054,437.484,1087.3,17.9699,1067.94,1100.46,21.0508,2284.35,228.709,28.8634,1617.87,392.646,26.9533,781.468,447.055,22.9647,516.893,-8.0008,18.4264,1132.17,-738.351,14.63,1565.06,1103.62,24.4401,1772.46,-749.142,27.2233,502.566,-753.688,16.2387,-155.394,8.62996,19.4344
6472,0,1347.83,-53.9565,25.6972,437.563,1087.09,17.8722,1067.94,1100.51,20.9933,2284.36,228.717,28.8531,1617.87,392.641,26.9513,781.289,447.139,23.0374,516.958,-7.97548,18.4165,1132.15,-738.405,14.657,1565.04,1103.62,24.4486,1772.49,-749.149,27.2325,502.897,-753.848,16.4673,-155.437,8.58064,19.598
6473,0,1347.75,-54.0652,25.6116,436.77,1087.79,17.1025,1067.9,1100.54,21.0112,2284.36,228.712,28.836,1617.87,392.63,26.9628,781.285,447.116,23.0198,517.046,-8.06562,18.411,1132.21,-738.357,14.7078,1565.05,1103.6,24.4587,1772.5,-749.137,27.2274,502.473,-753.734,16.2023,-155.475,8.57182,19.8345
6474,0,1347.75,-54.1087,25.6754,436.592,1087.79,17.3209,1067.97,1100.46,21.0415,2284.37,228.741,28.8645,1617.87,392.632,26.9688,781.272,447.155,22.998,517.013,-8.01692,18.3867,1132.2,-738.368,14.7092,1565.05,1103.63,24.464,1772.47,-749.184,27.2258,502.536,-753.736,16.2159,-155.487,8.55255,19.4351
6475,0,1347.82,-54.0752,25.681,436.646,1087.74,17.3478,1067.92,1100.52,21.0184,2284.36,228.728,28.8477,1617.88,392.643,26.9703,781.298,447.191,23.0491,517.022,-8.13188,18.4437,1132.18,-738.354,14.6394,1565.05,1103.64,24.4533,1772.46,-749.149,27.2373,502.591,-753.678,16.2564,-155.411,8.61054,19.5145
6476,0,1347.75,-54.0369,25.6105,437.287,1087.35,17.6572,1067.94,1100.5,21.0129,2284.33,228.717,28.8317,1617.86,392.645,26.9291,781.257,447.131,23.0152,516.924,-8.00712,18.4204,1132.19,-738.386,14.6731,1565.05,1103.64,24.4409,1772.43,-749.129,27.188,502.55,-753.721,16.2088,-155.46,8.57918,19.6212
6477,0,1347.78,-54.068,25.6321,436.674,1087.71,17.3519,1067.95,1100.48,21.002,2284.38,228.739,28.8384,1617.87,392.641,26.9333,781.276,447.219,22.9974,516.891,-8.00143,18.4211,1132.18,-738.382,14.6883,1565.05,1103.62,24.4522,1772.47,-749.146,27.2577,502.716,-753.692,16.3273,-155.435,8.60709,19.4542
6478,0,1347.77,-54.0326,25.6258,437.364,1087.29,17.7153,1067.94,1100.49,20.9965,2284.37,228.726,28.8517,1617.89,392.618,26.9556,781.411,447.077,23.0685,517.036,-8.03607,18.3998,1132.18,-738.387,14.6395,1565.07,1103.62,24.4427,1772.43,-749.184,27.1914,502.461,-753.676,16.1946,-155.457,8.55478,19.5751
6479,0,1347.82,-54.066,25.6782,437.381,1087.32,17.7549,1068.73,1099.9,21.2124,2284.38,228.736,28.8544,1617.88,392.633,26.9578,781.363,447.131,23.0579,517.031,-8.01933,18.4267,1132.19,-738.389,14.7134,1565.06,1103.61,24.5008,1772.51,-749.158,27.2045,502.683,-753.727,16.3043,-155.371,8.62453,19.5524
6480,0,1347.77,-54.0297,25.6051,437.448,1087.3,17.8988,1067.95,1100.49,21.0091,2284.37,228.71,28.8472,1617.86,392.622,26.954,781.292,447.179,23.0636,517.066,-8.02583,18.4683,1132.2,-738.357,14.6654,1565.09,1103.62,24.482,1772.5,-749.153,27.2856,502.635,-753.707,16.2416,-155.461,8.58379,19.6276
6481,0,1347.8,-54.0839,25.6775,437.45,1087.26,17.8207,1067.92,1100.5,21.0104,2284.36,228.723,28.8456,1617.88,392.638,26.9628,781.281,447.195,22.9918,516.954,-7.9975,18.3595,1132.19,-738.414,14.6962,1565.06,1103.65,24.4824,1772.45,-749.178,27.1516,502.606,-753.694,16.261,-155.361,8.59938,19.5621
6482,0,1347.82,-54.0972,25.6629,436.871,1087.56,17.4971,1067.96,1100.48,20.9959,2284.39,228.722,28.8633,1617.89,392.634,26.9536,781.31,447.127,23.0311,516.933,-8.04079,18.48,1132.19,-738.404,14.6689,1565.04,1103.64,24.4349,1772.5,-749.153,27.2055,502.511,-753.753,16.1954,-155.408,8.6034,19.5407
6483,0,1347.77,-54.1009,25.6748,436.755,1087.79,17.1192,1067.93,1100.53,20.9847,2284.34,228.702,28.8686,1617.87,392.637,26.9338,781.263,447.145,23.051,516.849,-7.94956,18.3624,1132.17,-738.36,14.638,1565.04,1103.63,24.4194,1772.46,-749.171,27.2146,502.449,-753.731,16.1574,-155.524,8.54769,19.6021
6484,0,1347.79,-54.0997,25.6817,436.644,1087.7,17.3243,1067.92,1100.49,20.9806,2284.36,228.722,28.8535,1617.88,392.626,26.9551,781.318,447.155,23.0538,517.095,-8.05599,18.4582,1132.21,-738.383,14.6771,1565.04,1103.61,24.4566,1772.49,-749.211,27.1812,502.537,-753.729,16.2527,-155.507,8.60117,19.5815
6485,0,1347.83,-54.0825,25.6947,436.792,1087.79,17.1239,1067.96,1100.46,21.0187,2284.32,228.702,28.82,1617.87,392.634,26.9329,781.313,447.155,23.0114,516.987,-7.97049,18.3748,1132.18,-738.357,14.6279,1565.06,1103.61,24.4714,1772.71,-748.966,27.1311,502.686,-753.631,16.3377,-155.406,8.63261,19.53
6486,0,1347.77,-54.1063,25.692,437.336,1087.4,17.6999,1067.94,1100.47,20.9902,2284.38,228.716,28.8554,1617.87,392.627,26.9411,781.313,447.19,23.0299,516.698,-7.96644,18.3791,1132.19,-738.392,14.6813,1565.07,1103.61,24.4429,1772.59,-749.085,27.1309,503.02,-753.512,16.491,-155.385,8.60944,19.535
6487,0,1347.74,-54.0737,25.6507,436.137,1088.07,16.828,1068.73,1099.89,21.2105,2284.36,228.711,28.8537,1617.87,392.637,26.9493,781.352,447.141,22.9859,516.999,-8.01715,18.4379,1132.19,-738.358,14.6425,1565.06,1103.6,24.4519,1772.56,-749.033,27.1543,502.733,-753.613,16.328,-155.485,8.57105,19.5943
6488,0,1347.77,-54.0937,25.6599,437.253,1087.48,17.612,1067.96,1100.46,21.0282,2284.38,228.714,28.8062,1617.88,392.632,26.9425,781.43,447.073,23.0712,517.094,-8.10775,18.3811,1132.24,-738.375,14.727,1565.04,1103.63,24.4502,1772.57,-749.045,27.2014,502.813,-753.902,16.5048,-155.473,8.56845,19.5578
6489,0,1347.8,-54.0737,25.6613,437.301,1087.4,17.6788,1068.7,1099.94,21.2016,2284.36,228.714,28.8526,1617.88,392.644,26.9421,781.35,447.145,23.0503,516.981,-8.03581,18.4338,1132.16,-738.413,14.686,1565.07,1103.61,24.4466,1772.61,-749.089,27.1585,502.811,-753.568,16.4179,-155.428,8.58826,19.5252
6490,0,1347.82,-54.0357,25.6978,436.773,1087.79,17.135,1067.93,1100.49,21.0213,2284.35,228.722,28.852,1617.87,392.63,26.9561,781.357,447.13,22.998,516.907,-7.98608,18.4093,1132.19,-738.386,14.6896,1565.04,1103.64,24.4307,1772.6,-749.084,27.1859,501.52,-753.501,15.7258,-155.411,8.61673,19.4118
6491,0,1347.79,-54.0527,25.6309,436.648,1087.75,17.3283,1067.95,1100.48,21.0368,2284.38,228.723,28.8518,1617.89,392.648,26.9638,781.374,447.105,23.0554,516.995,-8.0692,18.349,1132.19,-738.357,14.6663,1565.05,1103.63,24.4736,1772.57,-749.095,27.1763,502.526,-753.668,16.1826,-155.38,8.60406,19.5912
6492,0,1347.77,-54.0988,25.6694,437.317,1087.35,17.6563,1067.92,1100.51,20.9975,2284.39,228.736,28.8686,1617.88,392.629,26.9529,781.402,447.104,22.9991,517.051,-8.06931,18.4418,1132.31,-738.33,14.8516,1565.06,1103.62,24.4535,1772.53,-749.063,27.1655,502.707,-753.598,16.3742,-155.489,8.59447,19.4093
6493,0,1347.74,-54.0689,25.6311,437.32,1087.31,17.6863,1067.89,1100.54,21.0208,2284.36,228.745,28.8582,1617.88,392.634,26.9621,781.466,447.069,22.9606,517.093,-8.02072,18.4932,1132.2,-738.42,14.6938,1565.05,1103.63,24.479,1772.48,-749.109,27.1799,502.464,-753.712,16.1646,-155.383,8.6044,19.5311
6494,0,1347.8,-54.1028,25.6556,437.33,1087.32,17.7106,1067.95,1100.47,21.0101,2284.37,228.732,28.8734,1617.88,392.634,26.9632,781.353,447.087,23.0479,516.974,-7.99516,18.3635,1132.16,-738.373,14.7112,1565.04,1103.63,24.466,1772.5,-749.106,27.1728,502.565,-753.676,16.2582,-155.486,8.62101,19.7891
6495,0,1347.72,-54.0473,25.5968,436.681,1087.71,17.4164,1067.95,1100.48,21.0214,2284.37,228.704,28.8396,1617.88,392.634,26.9608,781.277,447.14,23.0552,516.936,-8.01264,18.3909,1132.2,-738.374,14.6838,1565.03,1103.63,24.4523,1772.53,-749.126,27.1854,501.364,-753.601,15.5895,-155.337,8.59123,19.6064
6496,0,1347.76,-54.0905,25.7162,437.352,1087.41,17.7623,1067.93,1100.49,20.9967,2284.39,228.726,28.8508,1617.88,392.639,26.9502,781.395,447.128,23.0603,516.907,-7.9933,18.391,1132.17,-738.358,14.6149,1565.07,1103.63,24.4596,1772.45,-749.128,27.1586,503.006,-753.713,16.5385,-155.467,8.63944,19.4667
6497,0,1347.77,-54.0811,25.6187,437.332,1087.42,17.7737,1067.92,1100.5,20.9851,2284.36,228.74,28.8411,1617.87,392.641,26.9367,781.281,447.13,23.0493,516.973,-7.98435,18.456,1132.17,-738.402,14.682,1565.02,1103.63,24.4242,1772.54,-749.139,27.2335,502.588,-753.701,16.2755,-155.433,8.59339,19.4913
6498,0,1347.78,-54.0952,25.6475,437.439,1087.28,17.8199,1067.95,1100.5,21.0353,2284.34,228.7,28.8038,1617.87,392.64,26.9534,781.401,447.144,23.0567,516.975,-8.04564,18.3607,1132.19,-738.346,14.6735,1565.08,1103.61,24.4695,1772.49,-749.154,27.2164,502.679,-753.638,16.2923,-155.426,8.59476,19.4436
6499,0,1347.82,-54.0918,25.6625,437.506,1087.21,17.8385,1068.72,1099.92,21.2089,2284.31,228.689,28.7975,1617.88,392.636,26.9509,781.325,447.145,23.0624,516.832,-8.01283,18.3865,1132.16,-738.403,14.6565,1565.04,1103.62,24.446,1772.52,-749.199,27.2054,502.624,-753.674,16.2696,-155.406,8.60295,19.4327
