Trajectories
100
,,1 5,,,1 6,,,1 7,,,1 8,,,1 9,,,1 10,,,1 11,,,1 12,,,1 13,,,1 14,,,1 15,,,1 16,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1359,0,1347.74,-54.0818,25.6228,436.611,1087.75,17.3482,1067.94,1100.48,21.0322,2284.38,228.727,28.9132,1617.85,392.637,26.9474,781.296,447.155,23.0795,517.085,-8.0791,18.4633,1132.2,-738.346,14.6448,1565.06,1103.64,24.5002,1772.58,-749.094,27.1561,501.644,-753.565,15.8192,-155.394,8.6235,19.5809
1360,0,1347.79,-54.0531,25.6747,437.333,1087.42,17.6899,1067.98,1100.44,21.0415,2284.39,228.724,28.8913,1617.88,392.629,26.9582,781.54,447.069,23.0279,517.011,-8.04516,18.4329,1132.22,-738.389,14.7331,1565.06,1103.64,24.473,1772.59,-749.049,27.2065,502.68,-753.665,16.2962,-155.438,8.60744,19.7108
1361,0,1347.77,-54.0941,25.7098,436.609,1087.79,17.3037,1067.93,1100.48,21.0105,2284.39,228.732,28.9083,1617.88,392.637,26.9634,781.457,447.106,22.9928,516.997,-8.0232,18.4915,1132.18,-738.374,14.6532,1565.04,1103.63,24.4719,1772.56,-749.033,27.1897,502.684,-753.687,16.3112,-155.428,8.57509,19.5566
1362,0,1347.76,-54.023,25.614,436.682,1087.73,17.3693,1068.73,1099.9,21.2362,2284.39,228.725,28.8918,1617.87,392.649,26.9752,781.232,447.138,23.0109,517.365,-8.17708,18.5044,1132.18,-738.411,14.6873,1565.07,1103.61,24.4498,1772.72,-748.954,27.1038,502.833,-753.604,16.3937,-155.421,8.60086,19.4781
1363,0,1347.82,-54.097,25.646,437.303,1087.39,17.7114,1068.66,1099.95,21.2204,2284.36,228.73,28.8726,1617.89,392.652,26.9757,781.358,447.19,23.0143,517.092,-8.0164,18.3392,1132.18,-738.358,14.6508,1565.02,1103.61,24.4499,1772.66,-749.066,27.2134,502.743,-753.623,16.4027,-155.396,8.606,19.6239
1364,0,1347.7,-54.0321,25.5567,437.387,1087.34,17.7681,1067.96,1100.46,21.0556,2284.36,228.725,28.8672,1617.88,392.65,26.9693,781.292,447.167,23.0901,517.18,-8.13318,18.5281,1132.22,-738.386,14.7542,1565.05,1103.6,24.4955,1772.57,-749.025,27.1626,502.625,-753.633,16.2248,-155.354,8.61039,19.4811
1365,0,1347.79,-54.0782,25.6717,436.865,1087.58,17.4798,1067.94,1100.48,21.0293,2284.37,228.723,28.888,1617.9,392.651,26.9966,781.407,447.122,23.0823,517.085,-8.01853,18.3195,1132.18,-738.378,14.6593,1565.05,1103.6,24.4772,1772.6,-749.054,27.1466,502.459,-753.804,16.2113,-155.418,8.6282,19.582
1366,0,1347.73,-54.1213,25.6674,437.366,1087.39,17.8188,1067.96,1100.47,21.0025,2284.36,228.725,28.8797,1617.88,392.632,26.9788,781.399,447.11,23.0629,517.163,-8.06762,18.4739,1132.27,-738.362,14.7894,1565.08,1103.59,24.4767,1772.63,-749.083,27.2076,502.741,-753.63,16.3832,-155.466,8.57763,19.4804
1367,0,1347.8,-54.087,25.6836,437.455,1087.29,17.8341,1067.93,1100.51,21.0362,2284.32,228.703,28.8455,1617.88,392.644,26.9707,781.32,447.163,22.9449,517.208,-8.09679,18.4936,1132.19,-738.365,14.6392,1565.08,1103.65,24.5172,1772.56,-749.079,27.1466,502.55,-753.714,16.1996,-155.365,8.57117,19.502
1368,0,1347.86,-54.0435,25.6834,436.778,1087.8,17.1144,1067.96,1100.48,21.0518,2284.39,228.742,28.8944,1617.88,392.628,26.9652,781.317,447.152,23.0179,517.142,-8.05598,18.4787,1132.17,-738.353,14.6568,1565.07,1103.6,24.5145,1772.57,-749.108,27.1961,502.863,-753.577,16.4166,-155.35,8.60898,19.5774
1369,0,1347.72,-54.1132,25.6427,437.304,1087.36,17.7116,1068.71,1099.92,21.2341,2284.36,228.714,28.9035,1617.87,392.639,26.955,781.339,447.074,23.051,517.166,-8.11922,18.5406,1132.19,-738.396,14.721,1565.09,1103.6,24.4946,1772.53,-749.119,27.2081,502.634,-753.675,16.2648,-155.445,8.5943,19.5036
1370,0,1347.78,-54.0938,25.6729,436.649,1087.76,17.328,1067.95,1100.5,21.0337,2284.35,228.696,28.8484,1617.88,392.641,26.9812,781.258,447.158,22.9688,517.032,-8.06511,18.4249,1132.2,-738.351,14.6615,1565.08,1103.59,24.4623,1772.53,-749.122,27.1803,502.622,-753.652,16.2741,-155.419,8.58333,19.6158
1371,0,1347.79,-54.0494,25.7033,437.32,1087.39,17.6666,1067.98,1100.46,21.0338,2284.38,228.732,28.8871,1617.87,392.645,26.9426,781.359,447.163,23.0026,517.036,-8.00764,18.4766,1132.2,-738.397,14.6769,1565.12,1103.61,24.4981,1772.5,-749.129,27.168,502.791,-753.59,16.39,-155.47,8.61317,19.5592
1372,0,1347.74,-54.083,25.5912,437.351,1087.38,17.7098,1067.96,1100.46,21.0239,2284.35,228.7,28.8697,1617.87,392.633,26.9606,781.394,447.099,23.0448,517.044,-8.0762,18.4312,1132.19,-738.357,14.6578,1565.01,1103.63,24.4155,1772.51,-749.122,27.21,502.949,-753.815,16.5423,-155.379,8.61369,19.4593
1373,0,1347.75,-54.0876,25.6342,436.744,1087.68,17.4053,1067.93,1100.48,21.0084,2284.37,228.708,28.8759,1617.89,392.628,26.9729,781.404,447.087,23.0581,517.214,-8.16641,18.5455,1132.19,-738.367,14.6583,1565.09,1103.59,24.4918,1772.52,-749.166,27.18,502.468,-753.716,16.1296,-155.405,8.61046,19.5145
1374,0,1347.81,-54.0769,25.6742,436.771,1087.62,17.4503,1067.91,1100.52,20.9968,2284.32,228.719,28.8776,1617.88,392.643,26.9991,781.403,447.127,23.0763,516.946,-8.06406,18.3732,1132.18,-738.4,14.7022,1565.06,1103.62,24.4557,1772.5,-749.17,27.2445,502.438,-753.735,16.1406,-155.436,8.56807,19.7453
1375,0,1347.75,-54.014,25.5858,437.409,1087.34,17.8036,1067.92,1100.51,21.0425,2284.37,228.709,28.8945,1617.88,392.637,26.981,781.288,447.183,22.9736,517.068,-8.08261,18.3679,1132.23,-738.382,14.7367,1565.04,1103.62,24.4744,1772.49,-749.159,27.216,502.743,-753.563,16.3991,-155.4,8.5837,19.6406
1376,0,1347.82,-54.0759,25.6871,437.75,1087.11,17.9897,1067.93,1100.47,20.9946,2284.39,228.722,28.869,1617.87,392.656,26.943,781.308,447.158,22.9962,517.118,-8.10424,18.4448,1132.18,-738.409,14.7013,1565.03,1103.62,24.4479,1772.5,-749.167,27.2114,502.726,-753.605,16.3514,-155.423,8.63175,19.5679
1377,0,1347.75,-54.0884,25.6426,437.496,1087.22,17.8489,1067.94,1100.48,21.0468,2284.36,228.72,28.857,1617.88,392.65,26.957,781.307,447.161,23.0314,516.828,-7.98327,18.3921,1132.17,-738.422,14.6492,1565.04,1103.64,24.4379,1772.5,-749.156,27.2449,502.714,-753.651,16.3473,-155.392,8.59303,19.4358
1378,0,1347.82,-54.0767,25.691,437.503,1087.23,17.9292,1067.94,1100.47,21.0205,2284.34,228.721,28.8701,1617.88,392.632,26.9777,781.314,447.118,22.9748,516.952,-7.99335,18.465,1132.25,-738.366,14.837,1565.05,1103.61,24.4728,1772.75,-748.97,27.17,502.515,-753.691,16.218,-155.427,8.60119,19.5576
1379,0,1347.78,-54.0964,25.6908,436.944,1087.59,17.6998,1067.93,1100.5,21.0259,2284.38,228.724,28.8884,1617.87,392.635,26.9629,781.391,447.112,23.1013,516.887,-8.00385,18.4629,1132.19,-738.384,14.6514,1565.09,1103.63,24.5249,1772.56,-749.079,27.185,502.64,-753.691,16.3288,-155.538,8.59072,19.8553
1380,0,1347.78,-54.0799,25.6575,436.735,1087.82,17.0836,1067.91,1100.52,20.9815,2284.36,228.702,28.8656,1617.88,392.632,26.9627,781.351,447.161,23.0469,516.852,-7.9719,18.4427,1132.24,-738.352,14.7431,1565.03,1103.62,24.4868,1772.59,-749.057,27.1692,502.493,-753.677,16.2323,-155.342,8.63272,19.4571
1381,0,1347.76,-54.0423,25.6123,437.226,1087.46,17.6352,1067.89,1100.52,20.9828,2284.39,228.74,28.8857,1617.87,392.632,26.9499,781.363,447.16,23.0441,516.937,-7.99019,18.4225,1132.19,-738.353,14.6404,1565.04,1103.65,24.4709,1772.59,-749.065,27.1511,502.62,-753.703,16.2759,-155.478,8.62284,19.4823
1382,0,1347.81,-54.0798,25.6555,437.229,1087.42,17.6514,1067.93,1100.48,21.009,2284.35,228.718,28.8493,1617.87,392.639,26.9653,781.429,447.081,23.072,517.067,-8.06548,18.5142,1132.21,-738.381,14.7143,1565.12,1103.62,24.5011,1772.59,-749.046,27.1884,502.548,-753.705,16.1837,-155.464,8.57197,19.5105
1383,0,1347.79,-54.0955,25.6657,437.278,1087.43,17.6202,1068.7,1099.95,21.2308,2284.38,228.719,28.8786,1617.87,392.641,26.9702,781.398,447.114,23.0633,516.863,-7.98681,18.3851,1132.2,-738.394,14.6982,1565.06,1103.62,24.4947,1772.59,-749.086,27.205,502.584,-753.616,16.2219,-155.445,8.6298,19.446
1384,0,1347.79,-54.0807,25.6893,436.671,1087.73,17.3886,1067.92,1100.47,21.0378,2284.36,228.737,28.8789,1617.87,392.642,26.9561,781.306,447.174,23.0706,517.166,-8.10445,18.4862,1132.2,-738.387,14.6855,1565.05,1103.64,24.4915,1772.73,-748.956,27.145,502.783,-753.642,16.3604,-155.43,8.5961,19.6281
1385,0,1347.75,-54.0413,25.5818,437.365,1087.35,17.717,1067.96,1100.47,21.0188,2284.39,228.731,28.8717,1617.88,392.646,26.9659,781.55,447.003,23.042,517.03,-8.02961,18.3808,1132.16,-738.415,14.6949,1565.04,1103.61,24.4535,1772.6,-749.057,27.1721,502.773,-753.562,16.4353,-155.4,8.60952,19.4661
1386,0,1347.78,-54.0974,25.6738,437.469,1087.25,17.7626,1067.95,1100.47,21.014,2284.36,228.715,28.8696,1617.87,392.63,26.9471,781.336,447.155,23.0253,516.881,-7.96115,18.4199,1132.19,-738.378,14.6735,1565.04,1103.64,24.4908,1772.75,-748.96,27.1565,502.845,-753.612,16.348,-155.446,8.62366,19.6798
1387,0,1347.7,-54.112,25.6357,436.76,1087.67,17.4805,1067.94,1100.48,21.0367,2284.39,228.716,28.879,1617.88,392.635,26.9689,781.325,447.116,23.0711,516.972,-8.02755,18.4844,1132.24,-738.382,14.7088,1565.05,1103.63,24.5016,1772.58,-749.074,27.1946,502.798,-753.588,16.4185,-155.382,8.60162,19.5819
1388,0,1347.78,-54.0816,25.6789,437.41,1087.25,17.8174,1067.97,1100.47,21.0189,2284.41,228.732,28.904,1617.86,392.63,26.9585,781.368,447.09,23.0384,516.934,-8.00247,18.4785,1132.17,-738.406,14.6874,1565.02,1103.63,24.4693,1772.58,-749.087,27.1895,502.698,-753.619,16.3359,-155.48,8.60559,19.6753
1389,0,1347.71,-54.0398,25.6107,437.83,1087,18.1007,1067.93,1100.48,21.0464,2284.36,228.721,28.8634,1617.87,392.639,26.9527,781.274,447.169,23.005,517.102,-8.09628,18.4029,1132.17,-738.351,14.6216,1565.06,1103.63,24.4718,1772.59,-749.083,27.14,502.854,-753.545,16.4093,-155.36,8.59571,19.5814
1390,0,1347.75,-54.0789,25.6375,437.718,1087.07,18.0404,1067.95,1100.46,21.0358,2284.34,228.711,28.8299,1617.87,392.646,26.9441,781.454,447.067,23.027,517.109,-8.08471,18.4642,1132.17,-738.339,14.6217,1565.07,1103.65,24.5146,1772.55,-749.056,27.1634,502.519,-753.72,16.1709,-155.422,8.591,19.6981
1391,0,1347.79,-54.0962,25.6726,437.56,1087.22,17.9186,1067.96,1100.47,21.0314,2284.39,228.708,28.8922,1617.88,392.627,26.955,781.473,447.069,22.9964,516.886,-7.97888,18.3787,1132.19,-738.37,14.6433,1565.08,1103.62,24.5004,1772.65,-749.075,27.2385,502.691,-753.583,16.2666,-155.397,8.60955,19.4718
1392,0,1347.78,-54.0636,25.6289,437.575,1087.19,17.974,1067.92,1100.49,21.0202,2284.37,228.722,28.8532,1617.88,392.625,26.9826,781.349,447.082,23.0623,517.004,-8.06456,18.4777,1132.17,-738.403,14.6756,1565.12,1103.64,24.5097,1772.57,-749.046,27.1844,502.516,-753.741,16.1569,-155.449,8.61921,19.372
1393,0,1347.81,-54.0611,25.6847,437.777,1086.99,18.0839,1067.98,1100.45,21.0589,2284.32,228.706,28.846,1617.86,392.634,26.9617,781.277,447.184,23.0511,517.013,-8.07642,18.4422,1132.18,-738.348,14.6178,1565.1,1103.64,24.5329,1772.55,-749.109,27.177,502.411,-753.698,16.1941,-155.403,8.62295,19.6224
1394,0,1347.78,-54.0879,25.6492,437.635,1087.1,18.053,1068.72,1099.89,21.2535,2284.34,228.721,28.8866,1617.87,392.624,26.9657,781.348,447.155,23.0411,516.942,-8.01144,18.4028,1132.18,-738.378,14.6434,1565.08,1103.63,24.5246,1772.53,-749.115,27.1732,502.529,-753.748,16.2078,-155.392,8.58447,19.5262
1395,0,1347.83,-54.1043,25.6769,437.601,1087.14,17.9902,1067.94,1100.48,21.0509,2284.38,228.729,28.864,1617.88,392.639,26.9595,781.282,447.193,23.0312,517.055,-8.02959,18.4492,1132.24,-738.365,14.7489,1565.05,1103.62,24.4666,1772.53,-749.104,27.2109,502.695,-753.596,16.3099,-155.357,8.60679,19.5314
1396,0,1347.73,-54.0877,25.5919,437.017,1087.44,17.6429,1067.96,1100.47,21.0321,2284.34,228.716,28.8493,1617.88,392.63,26.949,781.409,447.105,23.0076,517.017,-8.00253,18.4141,1132.16,-738.395,14.662,1565.11,1103.62,24.5363,1772.52,-749.113,27.1771,502.553,-753.691,16.2225,-155.319,8.61345,19.6065
1397,0,1347.67,-54.1251,25.6216,438.027,1086.86,18.1864,1067.93,1100.48,21.043,2284.41,228.711,28.8904,1617.87,392.626,26.9414,781.404,447.102,23.0072,516.977,-8.07278,18.4153,1132.2,-738.367,14.6614,1565.1,1103.63,24.5262,1772.51,-749.136,27.2485,502.711,-753.7,16.2855,-155.419,8.60972,19.5389
1398,0,1347.82,-54.0769,25.7022,437.009,1087.53,17.7638,1067.97,1100.44,21.0647,2284.34,228.721,28.8527,1617.87,392.643,26.9589,781.316,447.134,23.0546,516.919,-8.05734,18.4183,1132.21,-738.367,14.7346,1565.05,1103.65,24.487,1772.49,-749.136,27.1819,502.571,-753.697,16.2267,-155.42,8.56654,19.4794
1399,0,1347.79,-54.0963,25.6652,437.576,1087.22,17.9851,1067.93,1100.45,21.0151,2284.35,228.713,28.8815,1617.89,392.643,26.9955,781.289,447.18,22.9961,516.941,-8.01526,18.4076,1132.18,-738.36,14.6656,1565.06,1103.64,24.5119,1772.51,-749.133,27.2505,502.525,-753.695,16.257,-155.367,8.61034,19.552
1400,0,1347.76,-54.1151,25.6877,437.931,1086.95,18.2101,1067.92,1100.46,21.0325,2284.35,228.713,28.8698,1617.88,392.64,26.9672,781.768,447.402,23.5086,517.025,-8.09627,18.3853,1132.17,-738.409,14.6394,1565.05,1103.62,24.4801,1772.52,-749.134,27.2426,502.525,-753.663,16.2029,-155.406,8.57601,19.5648
1401,0,1347.78,-54.0788,25.6305,437.121,1087.45,17.7727,1067.94,1100.5,21.0045,2284.4,228.72,28.8843,1617.88,392.629,26.9583,781.322,447.186,23.1258,516.954,-7.98997,18.3788,1132.18,-738.35,14.6091,1565.02,1103.65,24.4617,1772.43,-749.18,27.1974,501.574,-753.602,15.8103,-155.523,8.5998,19.5195
1402,0,1347.78,-54.0944,25.6446,436.737,1087.82,17.1001,1067.94,1100.52,21.032,2284.35,228.698,28.8689,1617.88,392.635,26.9468,781.352,447.21,23.1383,516.786,-7.99908,18.4114,1132.21,-738.394,14.7184,1565.03,1103.65,24.4707,1772.44,-749.184,27.1594,502.838,-753.875,16.5331,-155.366,8.60851,19.5547
1403,0,1347.79,-54.0803,25.6878,436.638,1087.7,17.3226,1067.95,1100.44,21.0373,2284.36,228.721,28.8521,1617.88,392.627,26.9704,781.485,447.149,23.1291,516.861,-8.0504,18.3941,1132.18,-738.416,14.6863,1565.04,1103.63,24.4632,1772.48,-749.168,27.2353,502.592,-753.697,16.3176,-155.413,8.61092,19.4906
1404,0,1347.79,-54.0748,25.6976,436.621,1087.7,17.3449,1067.94,1100.46,21.003,2284.38,228.731,28.8835,1617.88,392.631,26.9648,781.383,447.183,23.1359,516.986,-7.98,18.3711,1132.26,-738.384,14.7894,1565.03,1103.63,24.4864,1772.76,-748.955,27.1475,502.742,-753.621,16.3674,-155.448,8.62366,19.5729
1405,0,1347.82,-54.0953,25.6815,437.356,1087.31,17.6886,1067.93,1100.51,21.0083,2284.34,228.701,28.8316,1617.87,392.616,26.9613,781.339,447.196,23.111,517.012,-7.97051,18.4115,1132.14,-738.434,14.6418,1565.11,1103.65,24.5504,1772.57,-749.059,27.1493,502.475,-753.729,16.195,-155.448,8.56161,19.5166
1406,0,1347.74,-54.0699,25.6172,436.696,1087.68,17.3508,1067.96,1100.47,21.0114,2284.37,228.724,28.8688,1617.88,392.618,26.9389,781.31,447.214,23.0788,516.946,-8.02805,18.4169,1132.21,-738.381,14.6666,1565.02,1103.64,24.4315,1772.6,-749.078,27.1384,502.513,-753.717,16.2098,-155.358,8.6176,19.5627
1407,0,1347.82,-54.0554,25.62,437.348,1087.41,17.7241,1067.93,1100.48,21.0057,2284.38,228.719,28.8587,1617.88,392.616,26.9521,781.332,447.19,23.0849,516.999,-8.0292,18.4548,1132.19,-738.384,14.6618,1565.13,1103.65,24.5301,1772.63,-749.07,27.2245,501.414,-753.591,15.6755,-155.33,8.63901,19.547
1408,0,1347.68,-54.1149,25.6705,437.37,1087.31,17.7627,1067.94,1100.47,21.0619,2284.38,228.719,28.8709,1617.87,392.638,26.9505,781.305,447.164,23.0751,516.909,-8.02389,18.4591,1132.24,-738.375,14.7568,1565.06,1103.6,24.4885,1772.56,-749.078,27.1727,502.973,-753.796,16.5428,-155.43,8.58786,19.4812
1409,0,1347.82,-54.0835,25.6863,437.406,1087.28,17.8226,1067.94,1100.47,21.0566,2284.31,228.679,28.8406,1617.88,392.632,26.9632,781.416,447.084,23.0952,516.921,-8.00444,18.3682,1132.2,-738.408,14.7349,1565.02,1103.61,24.4657,1772.6,-749.095,27.2043,502.702,-753.629,16.3597,-155.369,8.58459,19.4418
1410,0,1347.82,-54.0734,25.6909,437.921,1086.9,18.1596,1067.94,1100.49,21.0257,2284.36,228.715,28.8673,1617.88,392.644,26.9617,781.287,447.179,23.1153,516.895,-7.94362,18.4311,1132.18,-738.353,14.6737,1565.07,1103.65,24.4938,1772.6,-749.116,27.216,502.842,-753.587,16.4131,-155.408,8.62587,19.4753
1411,0,1347.7,-54.1182,25.6542,437.485,1087.24,17.89,1067.91,1100.51,21.0335,2284.4,228.728,28.8593,1617.88,392.646,26.9565,781.438,447.11,23.0076,516.925,-8.01284,18.4525,1132.19,-738.342,14.6259,1565.09,1103.62,24.4957,1772.58,-749.094,27.2041,502.808,-753.656,16.3496,-155.317,8.6311,19.5334
1412,0,1347.75,-54.0686,25.618,437.494,1087.22,17.8698,1067.9,1100.49,21.0076,2284.4,228.751,28.8955,1617.86,392.627,26.9442,781.342,447.116,23.0012,517.078,-8.05482,18.4449,1132.19,-738.366,14.6645,1565.04,1103.64,24.4503,1772.57,-749.135,27.1484,502.575,-753.712,16.2579,-155.411,8.62859,19.5856
1413,0,1347.81,-54.1015,25.6783,436.984,1087.51,17.6596,1067.92,1100.49,21.0425,2284.36,228.725,28.8762,1617.88,392.632,26.9754,781.368,447.123,23.0887,517.048,-8.13758,18.4554,1132.19,-738.395,14.6646,1565.04,1103.59,24.5085,1772.7,-748.982,27.1138,502.539,-753.688,16.24,-155.369,8.62157,19.6031
1414,0,1347.82,-54.0692,25.6537,437.675,1087.17,18.061,1068.68,1099.91,21.2358,2284.35,228.708,28.8932,1617.86,392.639,26.9581,781.299,447.173,23.0288,516.908,-8.01228,18.3431,1132.19,-738.381,14.6863,1565.04,1103.63,24.4648,1772.75,-748.97,27.1423,502.727,-753.605,16.3678,-155.629,9.22537,19.3658
1415,0,1347.75,-54.0736,25.6412,437.042,1087.46,17.7329,1067.93,1100.47,21.0188,2284.37,228.723,28.8825,1617.88,392.628,26.9631,781.32,447.177,23.065,516.961,-7.97313,18.4965,1132.19,-738.377,14.6535,1565.03,1103.63,24.4671,1772.57,-749.084,27.1183,502.565,-753.713,16.172,-155.364,8.64496,19.7623
1416,0,1347.77,-54.0986,25.6743,437.634,1087.04,17.9501,1067.92,1100.5,20.9896,2284.36,228.722,28.8271,1617.88,392.635,26.9455,781.478,447.096,23.0174,516.973,-8.05385,18.3823,1132.2,-738.385,14.6611,1565.05,1103.63,24.4565,1772.61,-749.077,27.1639,502.573,-753.734,16.2447,-155.365,8.61166,19.4771
1417,0,1347.69,-54.1063,25.6642,437.603,1087.11,17.9286,1067.89,1100.51,21.014,2284.38,228.719,28.8645,1617.87,392.631,26.9491,781.361,447.089,23.0612,516.967,-7.98938,18.4075,1132.18,-738.36,14.6585,1565.09,1103.64,24.4967,1772.63,-749.074,27.1537,502.67,-753.641,16.3596,-155.395,8.63233,19.4976
1418,0,1347.77,-54.0841,25.6446,437.763,1087.01,18.0536,1067.94,1100.47,21.0032,2284.32,228.7,28.8371,1617.88,392.644,26.9632,781.279,447.14,23.0552,517.014,-7.9906,18.4034,1132.2,-738.375,14.6566,1565.01,1103.63,24.4741,1772.56,-749.076,27.1752,502.644,-753.633,16.3039,-155.427,8.62257,19.5903
1419,0,1347.76,-54.0763,25.6898,437.111,1087.43,17.7963,1067.94,1100.46,21.0036,2284.37,228.728,28.8866,1617.86,392.637,26.9424,781.454,447.105,23.0704,516.899,-7.99401,18.3642,1132.25,-738.389,14.7334,1565.05,1103.64,24.4813,1772.6,-749.111,27.1672,502.67,-753.631,16.3403,-155.339,8.58419,19.5923
1420,0,1347.75,-54.0763,25.6158,437.543,1087.12,17.9413,1068.58,1099.99,21.2235,2284.39,228.711,28.8578,1617.88,392.645,26.9627,781.27,447.148,23.0469,517.494,-8.23853,18.5669,1132.21,-738.401,14.7417,1565.04,1103.62,24.4593,1772.57,-749.097,27.1894,502.753,-753.867,16.381,-155.463,8.63693,19.764
1421,0,1347.72,-54.1254,25.6805,437.642,1087.02,17.968,1068.62,1099.98,21.236,2284.36,228.72,28.8536,1617.86,392.629,26.9212,781.452,447.054,23.0103,517.172,-8.08593,18.449,1132.2,-738.404,14.7194,1565.06,1103.64,24.4531,1772.5,-749.101,27.1337,502.859,-753.763,16.4869,-155.385,8.61079,19.4999
1422,0,1347.76,-54.0441,25.6056,437.892,1086.92,18.1092,1067.91,1100.49,21.0261,2284.37,228.71,28.887,1617.87,392.629,26.9561,781.306,447.151,23.0318,517.074,-8.02859,18.3576,1132.22,-738.388,14.7285,1565.04,1103.62,24.4427,1772.52,-749.118,27.1747,502.596,-753.706,16.2523,-155.456,8.57951,19.4982
1423,0,1347.73,-54.1178,25.6726,436.099,1088.08,16.8166,1067.9,1100.51,21.019,2284.36,228.721,28.8848,1617.87,392.628,26.961,781.236,447.156,23.029,517.241,-8.19141,18.4967,1132.26,-738.37,14.7688,1565.05,1103.62,24.4982,1772.52,-749.115,27.1831,502.601,-753.677,16.2867,-155.441,8.59231,19.5043
1424,0,1347.82,-54.0613,25.7003,437.3,1087.38,17.6903,1067.92,1100.51,21.0202,2284.39,228.731,28.8924,1617.89,392.654,26.9765,781.275,447.141,23.0678,517.027,-8.14231,18.35,1132.19,-738.414,14.692,1565.03,1103.63,24.486,1772.5,-749.158,27.175,502.545,-753.623,16.2169,-155.43,8.59864,19.7607
1425,0,1347.79,-54.1099,25.668,437.299,1087.4,17.6761,1067.95,1100.45,21.0308,2284.38,228.729,28.8811,1617.87,392.624,26.9455,781.534,447.068,23.033,517.084,-8.04674,18.4283,1132.17,-738.398,14.6541,1565.04,1103.63,24.4737,1772.48,-749.125,27.2169,502.591,-753.718,16.2234,-155.443,8.58171,19.5046
1426,0,1347.8,-54.091,25.6356,437.303,1087.35,17.6636,1067.93,1100.47,20.9941,2284.37,228.724,28.8537,1617.88,392.636,26.9396,781.292,447.109,23.0371,517.187,-8.15546,18.5419,1132.24,-738.384,14.725,1565.09,1103.61,24.4799,1772.48,-749.14,27.2099,502.82,-753.611,16.3894,-155.42,8.57605,19.5479
1427,0,1347.75,-54.1009,25.6653,437.335,1087.34,17.7171,1067.9,1100.51,21.0178,2284.38,228.716,28.8749,1617.87,392.629,26.9537,781.375,447.15,23.0193,517.172,-8.06564,18.4124,1132.23,-738.381,14.7252,1565.03,1103.59,24.4548,1772.73,-748.975,27.13,502.82,-753.602,16.4602,-155.427,8.59698,19.6139
1428,0,1347.75,-54.1147,25.6312,436.707,1087.64,17.4019,1067.96,1100.45,21.0405,2284.39,228.737,28.8844,1617.87,392.635,26.9444,781.292,447.124,23.0276,517.03,-8.06648,18.4341,1132.17,-738.341,14.6543,1565.06,1103.63,24.4804,1772.55,-749.088,27.1227,502.601,-753.676,16.3222,-155.362,8.61093,19.5533
1429,0,1347.82,-54.069,25.682,437.354,1087.34,17.7684,1067.91,1100.52,21.0277,2284.33,228.713,28.8378,1617.88,392.633,26.952,781.413,447.101,23.0172,516.998,-8.04816,18.4521,1132.2,-738.395,14.7072,1565.06,1103.61,24.4441,1772.61,-749.069,27.1777,502.538,-753.74,16.209,-155.387,8.61041,19.5359
1430,0,1347.82,-54.0753,25.6916,437.364,1087.26,17.8093,1067.91,1100.48,21.0134,2284.36,228.72,28.8739,1617.86,392.641,26.9312,781.342,447.119,23.0829,517.07,-8.0562,18.4675,1132.14,-738.347,14.6284,1565.05,1103.65,24.5083,1772.6,-749.103,27.1556,502.473,-753.768,16.1816,-155.44,8.61629,19.6289
1431,0,1347.79,-54.0889,25.6559,436.862,1087.59,17.5166,1067.93,1100.47,21.0221,2284.37,228.718,28.8563,1617.87,392.625,26.9555,781.251,447.132,23.0104,517.067,-8.02618,18.4666,1132.21,-738.387,14.7382,1565.05,1103.62,24.4694,1772.56,-749.092,27.1611,502.774,-753.631,16.4165,-155.39,8.61324,19.452
1432,0,1347.82,-54.0582,25.6867,436.879,1087.56,17.5728,1067.92,1100.52,21.0137,2284.33,228.708,28.8487,1617.86,392.636,26.951,781.355,447.156,23.0682,516.945,-7.98931,18.4354,1132.2,-738.336,14.6709,1565.03,1103.63,24.455,1772.58,-749.094,27.1807,502.497,-753.683,16.1556,-155.393,8.58038,19.5891
1433,0,1347.72,-54.076,25.6031,437.475,1087.24,17.9314,1067.97,1100.44,21.0721,2284.34,228.702,28.8502,1617.87,392.639,26.9575,781.377,447.104,23.0732,516.935,-7.972,18.4299,1132.2,-738.364,14.6721,1565.08,1103.6,24.4724,1772.59,-749.104,27.1454,502.674,-753.639,16.2537,-155.376,8.6049,19.6209
1434,0,1347.81,-54.0627,25.6342,436.795,1087.8,17.155,1067.91,1100.5,21.0621,2284.33,228.7,28.856,1617.87,392.641,26.9618,781.292,447.127,23.0631,516.887,-7.96611,18.5011,1132.19,-738.359,14.633,1565.06,1103.64,24.504,1772.53,-749.079,27.2131,502.41,-753.796,16.1162,-155.321,8.63377,19.479
