Objects
100
,,Global Angle quackGPT:quackGPT,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
355,0,0.0116752,-0.0028942,-0.0107152,921.058,-519.585,137.352
356,0,0.0116823,-0.00308955,-0.0106973,921.058,-519.586,137.312
357,0,0.0119228,-0.00250118,-0.0106218,921.063,-519.584,137.315
358,0,0.0115735,-0.00288151,-0.0107888,921.055,-519.578,137.33
359,0,0.011967,-0.00281841,-0.0107826,921.061,-519.584,137.343
360,0,0.0117489,-0.00289238,-0.0108633,921.058,-519.578,137.332
361,0,0.0116551,-0.00278495,-0.0106715,921.058,-519.582,137.308
362,0,0.0115542,-0.00279291,-0.0108775,921.064,-519.576,137.301
363,0,0.0114234,-0.00293357,-0.0106575,921.06,-519.588,137.316
364,0,0.0117189,-0.00299773,-0.0107102,921.075,-519.583,137.349
365,0,0.011569,-0.00278161,-0.0106505,921.066,-519.582,137.331
366,0,0.0114346,-0.00306146,-0.0107736,921.066,-519.586,137.311
367,0,0.011652,-0.00302718,-0.0107569,921.064,-519.582,137.303
368,0,0.011925,-0.00287315,-0.010762,921.064,-519.58,137.323
369,0,0.0116393,-0.00286128,-0.0106576,921.065,-519.584,137.333
370,0,0.011527,-0.00284438,-0.0107442,921.058,-519.589,137.317
371,0,0.0122004,-0.00369752,-0.0100484,921.127,-519.513,137.389
372,0,0.0119176,-0.00373357,-0.010105,921.126,-519.519,137.402
373,0,0.0118388,-0.00380867,-0.0100732,921.118,-519.525,137.405
374,0,0.0120465,-0.00365671,-0.00993279,921.112,-519.529,137.409
